Time [sec];HipCenter_X [cm];HipCenter_Y [cm];HipCenter_Z [cm];Spine_X [cm];Spine_Y [cm];Spine_Z [cm];ShoulderCenter_X [cm];ShoulderCenter_Y [cm];ShoulderCenter_Z [cm];Head_X [cm];Head_Y [cm];Head_Z [cm];ShoulderLeft_X [cm];ShoulderLeft_Y [cm];ShoulderLeft_Z [cm];ElbowLeft_X [cm];ElbowLeft_Y [cm];ElbowLeft_Z [cm];WristLeft_X [cm];WristLeft_Y [cm];WristLeft_Z [cm];HandLeft_X [cm];HandLeft_Y [cm];HandLeft_Z [cm];ShoulderRight_X [cm];ShoulderRight_Y [cm];ShoulderRight_Z [cm];ElbowRight_X [cm];ElbowRight_Y [cm];ElbowRight_Z [cm];WristRight_X [cm];WristRight_Y [cm];WristRight_Z [cm];HandRight_X [cm];HandRight_Y [cm];HandRight_Z [cm];HipLeft_X [cm];HipLeft_Y [cm];HipLeft_Z [cm];KneeLeft_X [cm];KneeLeft_Y [cm];KneeLeft_Z [cm];AnkleLeft_X [cm];AnkleLeft_Y [cm];AnkleLeft_Z [cm];FootLeft_X [cm];FootLeft_Y [cm];FootLeft_Z [cm];HipRight_X [cm];HipRight_Y [cm];HipRight_Z [cm];KneeRight_X [cm];KneeRight_Y [cm];KneeRight_Z [cm];AnkleRight_X [cm];AnkleRight_Y [cm];AnkleRight_Z [cm];FootRight_X [cm];FootRight_Y [cm];FootRight_Z [cm]
0,599;-0.03;74.78;-7.71;0.48;106.49;-7.78;0.83;137.54;-6.56;0.46;151.72;-5.44;-17.05;126.39;-7.66;-24.64;101.98;-8.25;-26.14;81.19;-0.78;-26.43;72.96;2.27;18.57;124.84;-5.89;26.54;99.08;-9.03;27.88;78.35;-1.48;25.75;70.49;1.12;-7.48;75.01;-4.75;-10.78;38.13;-4.85;-11.84;4.75;-6.52;-12.53;0.55;7.55;6.89;74.68;-3.36;10.50;37.33;-4.27;12.31;4.16;-7.66;11.31;-1.26;4.32
0,633;-0.04;74.77;-7.69;0.45;106.47;-7.74;0.78;137.51;-6.50;0.36;151.68;-5.40;-17.09;126.36;-7.67;-24.64;101.96;-8.28;-26.13;81.17;-0.77;-26.44;72.90;2.26;18.56;124.86;-5.81;26.56;99.08;-8.94;27.95;78.35;-1.39;25.78;70.52;1.24;-7.49;75.00;-4.75;-10.78;38.10;-4.84;-11.84;4.76;-6.49;-12.56;0.55;7.57;6.88;74.68;-3.32;10.50;37.34;-4.23;12.29;4.13;-7.64;11.27;-1.29;4.34
0,666;-0.04;74.77;-7.68;0.43;106.46;-7.71;0.75;137.48;-6.44;0.27;151.64;-5.35;-17.12;126.33;-7.68;-24.63;101.94;-8.31;-26.13;81.15;-0.77;-26.46;72.86;2.28;18.56;124.87;-5.72;26.59;99.07;-8.88;28.00;78.35;-1.30;25.79;70.52;1.30;-7.50;74.99;-4.76;-10.77;38.10;-4.82;-11.83;4.78;-6.47;-12.58;0.57;7.59;6.87;74.68;-3.29;10.50;37.34;-4.19;12.28;4.11;-7.62;11.22;-1.32;4.35
0,699;-0.05;74.77;-7.67;0.41;106.45;-7.67;0.71;137.47;-6.38;0.19;151.61;-5.31;-17.15;126.31;-7.69;-24.63;101.91;-8.32;-26.12;81.12;-0.78;-26.45;72.78;2.30;18.56;124.88;-5.63;26.63;99.05;-8.82;28.05;78.35;-1.19;25.81;70.57;1.41;-7.50;74.98;-4.76;-10.77;38.10;-4.81;-11.82;4.81;-6.46;-12.60;0.60;7.60;6.86;74.68;-3.26;10.51;37.34;-4.15;12.27;4.08;-7.61;11.18;-1.35;4.36
0,733;-0.06;74.77;-7.66;0.39;106.45;-7.65;0.69;137.47;-6.33;0.13;151.58;-5.28;-17.18;126.29;-7.71;-24.63;101.89;-8.34;-26.11;81.09;-0.77;-26.47;72.68;2.30;18.55;124.89;-5.55;26.67;99.06;-8.78;28.09;78.37;-1.11;25.84;70.58;1.44;-7.51;74.98;-4.76;-10.77;38.11;-4.81;-11.81;4.83;-6.47;-12.63;0.61;7.59;6.84;74.68;-3.24;10.51;37.34;-4.14;12.26;4.06;-7.60;11.15;-1.37;4.37
0,766;-0.07;74.76;-7.65;0.38;106.44;-7.63;0.68;137.46;-6.30;0.08;151.56;-5.27;-17.20;126.28;-7.72;-24.62;101.87;-8.35;-26.11;81.07;-0.77;-26.52;72.60;2.28;18.54;124.90;-5.48;26.71;99.06;-8.74;28.12;78.38;-1.06;25.89;70.55;1.43;-7.52;74.97;-4.77;-10.77;38.11;-4.82;-11.80;4.83;-6.51;-12.63;0.61;7.55;6.83;74.68;-3.23;10.52;37.34;-4.14;12.27;4.04;-7.61;11.13;-1.39;4.36
0,801;-0.08;74.76;-7.65;0.37;106.43;-7.62;0.67;137.45;-6.28;0.03;151.54;-5.24;-17.23;126.26;-7.74;-24.62;101.81;-8.35;-26.10;81.01;-0.75;-26.55;72.55;2.32;18.53;124.91;-5.42;26.75;99.07;-8.72;28.14;78.39;-1.01;25.95;70.61;1.40;-7.53;74.97;-4.76;-10.77;38.13;-4.84;-11.78;4.84;-6.54;-12.64;0.62;7.51;6.82;74.68;-3.22;10.52;37.35;-4.14;12.27;4.03;-7.61;11.14;-1.10;4.87
0,833;-0.09;74.75;-7.64;0.36;106.42;-7.61;0.67;137.45;-6.25;-0.01;151.52;-5.21;-17.25;126.26;-7.75;-24.62;101.76;-8.35;-26.11;80.98;-0.73;-26.57;72.54;2.43;18.53;124.93;-5.36;26.79;99.10;-8.69;28.16;78.42;-0.96;25.97;70.64;1.44;-7.54;74.96;-4.76;-10.78;38.13;-4.85;-11.76;4.84;-6.57;-12.64;0.63;7.48;6.81;74.68;-3.20;10.52;37.35;-4.14;12.28;4.01;-7.60;11.17;-0.51;5.91
0,865;-0.10;74.75;-7.64;0.36;106.41;-7.59;0.67;137.43;-6.22;-0.06;151.49;-5.17;-17.26;126.25;-7.75;-24.62;101.71;-8.32;-26.12;80.95;-0.70;-26.60;72.56;2.51;18.52;124.94;-5.29;26.83;99.15;-8.65;28.17;78.47;-0.93;25.99;70.67;1.51;-7.55;74.96;-4.76;-10.77;38.12;-4.87;-11.75;4.84;-6.59;-12.66;0.62;7.46;6.80;74.67;-3.19;10.52;37.36;-4.14;12.30;4.00;-7.59;11.19;-0.22;6.44
0,900;-0.10;74.75;-7.63;0.36;106.41;-7.58;0.68;137.42;-6.20;-0.11;151.47;-5.14;-17.28;126.24;-7.76;-24.62;101.67;-8.29;-26.13;80.92;-0.68;-26.65;72.59;2.49;18.52;124.96;-5.23;26.87;99.20;-8.61;28.17;78.52;-0.89;26.00;70.67;1.53;-7.55;74.95;-4.76;-10.77;38.12;-4.88;-11.75;4.83;-6.61;-12.68;0.62;7.44;6.79;74.67;-3.18;10.52;37.37;-4.14;12.33;3.99;-7.58;11.20;-0.22;6.45
0,933;-0.11;74.74;-7.62;0.35;106.40;-7.56;0.68;137.42;-6.17;-0.15;151.45;-5.11;-17.29;126.24;-7.76;-24.62;101.64;-8.26;-26.15;80.89;-0.66;-26.72;72.59;2.51;18.51;124.97;-5.17;26.90;99.27;-8.59;28.18;78.59;-0.86;26.05;70.65;1.61;-7.56;74.95;-4.75;-10.77;38.12;-4.89;-11.76;4.83;-6.62;-12.70;0.61;7.43;6.78;74.67;-3.16;10.52;37.37;-4.13;12.36;3.98;-7.56;11.21;-0.24;6.47
0,966;-0.11;74.75;-7.66;0.34;106.39;-7.58;0.67;137.40;-6.19;-0.19;151.42;-5.10;-17.29;126.24;-7.78;-24.62;101.61;-8.29;-26.16;80.87;-0.68;-26.73;72.59;2.36;18.51;125.00;-5.14;26.91;99.34;-8.62;28.21;78.65;-0.92;26.08;70.64;1.50;-7.56;74.95;-4.79;-10.77;38.12;-4.93;-11.74;4.81;-6.68;-12.70;0.59;7.36;6.79;74.68;-3.19;10.53;37.38;-4.18;12.36;3.96;-7.59;11.20;-0.26;6.44
1,000;-0.11;74.74;-7.66;0.34;106.38;-7.56;0.66;137.38;-6.15;-0.23;151.40;-5.07;-17.30;126.24;-7.76;-24.61;101.59;-8.27;-26.18;80.86;-0.68;-26.73;72.66;2.49;18.51;125.03;-5.10;26.93;99.42;-8.63;28.24;78.73;-0.93;26.11;70.74;1.65;-7.56;74.95;-4.82;-10.76;38.13;-4.95;-11.73;4.80;-6.71;-12.70;0.58;7.33;6.79;74.68;-3.19;10.53;37.38;-4.19;12.37;3.99;-7.58;11.20;-0.23;6.44
1,033;-0.11;74.74;-7.67;0.33;106.37;-7.54;0.64;137.36;-6.12;-0.27;151.38;-5.04;-17.29;126.24;-7.74;-24.61;101.59;-8.26;-26.19;80.86;-0.68;-26.73;72.71;2.53;18.51;125.05;-5.05;26.95;99.49;-8.63;28.27;78.80;-0.93;26.14;70.79;1.72;-7.56;74.95;-4.84;-10.76;38.13;-4.97;-11.73;4.79;-6.73;-12.71;0.57;7.31;6.79;74.67;-3.18;10.53;37.38;-4.21;12.38;4.05;-7.59;11.20;-0.18;6.44
1,066;-0.11;74.74;-7.68;0.32;106.35;-7.52;0.63;137.34;-6.07;-0.30;151.36;-5.02;-17.29;126.25;-7.71;-24.61;101.61;-8.26;-26.20;80.87;-0.69;-26.74;72.72;2.46;18.52;125.07;-5.00;26.97;99.55;-8.63;28.30;78.87;-0.90;26.18;70.83;1.77;-7.56;74.94;-4.86;-10.76;38.13;-4.98;-11.74;4.78;-6.74;-12.72;0.56;7.30;6.79;74.67;-3.17;10.53;37.39;-4.22;12.39;4.10;-7.60;11.20;-0.12;6.43
1,098;-0.11;74.74;-7.68;0.31;106.34;-7.50;0.63;137.32;-6.03;-0.32;151.35;-5.01;-17.28;126.25;-7.69;-24.60;101.63;-8.25;-26.19;80.88;-0.71;-26.70;72.73;2.38;18.52;125.09;-4.97;26.99;99.58;-8.64;28.34;78.91;-0.87;26.23;70.96;1.77;-7.56;74.94;-4.88;-10.75;38.14;-4.98;-11.73;4.80;-6.76;-12.71;0.57;7.28;6.79;74.67;-3.16;10.53;37.39;-4.23;12.40;4.14;-7.61;11.20;-0.09;6.41
1,133;-0.11;74.74;-7.69;0.30;106.33;-7.48;0.62;137.30;-5.99;-0.33;151.34;-5.00;-17.28;126.26;-7.67;-24.60;101.64;-8.25;-26.18;80.90;-0.71;-26.68;72.79;2.48;18.53;125.11;-4.93;27.02;99.60;-8.63;28.37;78.94;-0.84;26.28;71.04;1.72;-7.56;74.94;-4.89;-10.75;38.16;-4.99;-11.70;4.80;-6.77;-12.69;0.57;7.26;6.79;74.66;-3.15;10.54;37.39;-4.24;12.38;4.17;-7.61;11.18;-0.07;6.41
1,167;-0.11;74.73;-7.69;0.30;106.32;-7.46;0.61;137.29;-5.96;-0.34;151.34;-4.98;-17.27;126.27;-7.64;-24.60;101.65;-8.26;-26.18;80.91;-0.69;-26.65;72.80;2.55;18.53;125.12;-4.90;27.04;99.62;-8.62;28.40;78.97;-0.81;26.30;71.09;1.71;-7.56;74.94;-4.91;-10.76;38.19;-4.99;-11.67;4.82;-6.79;-12.67;0.59;7.24;6.79;74.66;-3.15;10.54;37.39;-4.25;12.36;4.19;-7.60;11.16;-0.05;6.42
1,200;-0.12;74.73;-7.67;0.29;106.31;-7.42;0.61;137.27;-5.90;-0.35;151.33;-4.94;-17.27;126.28;-7.60;-24.60;101.65;-8.23;-26.17;80.92;-0.64;-26.67;72.91;2.67;18.54;125.12;-4.84;27.07;99.63;-8.58;28.42;78.98;-0.75;26.33;71.19;1.72;-7.56;74.93;-4.90;-10.76;38.21;-4.97;-11.66;4.84;-6.78;-12.66;0.60;7.25;6.78;74.65;-3.12;10.54;37.39;-4.23;12.35;4.22;-7.58;11.15;-0.02;6.44
1,233;-0.13;74.72;-7.64;0.28;106.30;-7.38;0.62;137.26;-5.85;-0.35;151.34;-4.90;-17.26;126.28;-7.56;-24.60;101.66;-8.20;-26.17;80.93;-0.59;-26.67;72.89;2.64;18.54;125.12;-4.79;27.09;99.64;-8.52;28.43;78.99;-0.68;26.34;71.22;1.67;-7.57;74.93;-4.87;-10.77;38.21;-4.95;-11.65;4.86;-6.76;-12.65;0.62;7.27;6.77;74.64;-3.08;10.54;37.39;-4.19;12.35;4.23;-7.55;11.15;0.00;6.47
1,265;-0.13;74.71;-7.63;0.28;106.30;-7.36;0.62;137.26;-5.82;-0.35;151.34;-4.89;-17.26;126.28;-7.54;-24.59;101.69;-8.20;-26.16;80.97;-0.57;-26.67;72.89;2.50;18.54;125.12;-4.75;27.11;99.64;-8.47;28.43;78.98;-0.65;26.37;71.21;1.57;-7.58;74.93;-4.86;-10.77;38.21;-4.94;-11.63;4.87;-6.76;-12.64;0.63;7.27;6.77;74.63;-3.07;10.54;37.39;-4.18;12.34;4.21;-7.55;11.13;-0.02;6.47
1,300;-0.13;74.71;-7.62;0.28;106.30;-7.34;0.62;137.26;-5.80;-0.36;151.35;-4.86;-17.25;126.28;-7.51;-24.59;101.72;-8.20;-26.16;81.01;-0.54;-26.68;72.93;2.55;18.55;125.11;-4.72;27.12;99.63;-8.43;28.44;78.97;-0.64;26.37;71.23;1.58;-7.58;74.93;-4.84;-10.78;38.21;-4.93;-11.61;4.87;-6.76;-12.62;0.63;7.27;6.77;74.63;-3.06;10.54;37.40;-4.16;12.33;4.18;-7.54;11.12;-0.06;6.48
1,334;-0.13;74.71;-7.60;0.28;106.30;-7.33;0.62;137.27;-5.78;-0.36;151.35;-4.84;-17.25;126.28;-7.47;-24.60;101.72;-8.18;-26.17;81.02;-0.50;-26.71;72.92;2.67;18.55;125.11;-4.68;27.14;99.63;-8.38;28.44;78.95;-0.64;26.38;71.22;1.57;-7.58;74.92;-4.82;-10.79;38.21;-4.92;-11.58;4.87;-6.76;-12.59;0.63;7.27;6.77;74.63;-3.05;10.54;37.41;-4.14;12.31;4.17;-7.52;11.09;-0.07;6.50
1,366;-0.13;74.70;-7.59;0.28;106.30;-7.30;0.60;137.28;-5.75;-0.36;151.36;-4.80;-17.24;126.28;-7.43;-24.59;101.74;-8.16;-26.19;81.04;-0.46;-26.77;72.88;2.74;18.55;125.12;-4.65;27.14;99.63;-8.34;28.45;78.94;-0.64;26.37;71.19;1.55;-7.58;74.92;-4.80;-10.79;38.21;-4.90;-11.57;4.86;-6.76;-12.58;0.62;7.27;6.77;74.62;-3.03;10.54;37.41;-4.13;12.30;4.16;-7.51;11.09;-0.08;6.51
1,399;-0.14;74.70;-7.57;0.27;106.29;-7.27;0.58;137.27;-5.70;-0.37;151.37;-4.77;-17.24;126.27;-7.39;-24.61;101.77;-8.12;-26.20;81.06;-0.43;-26.82;72.94;2.83;18.55;125.12;-4.61;27.14;99.64;-8.31;28.45;78.94;-0.63;26.38;71.20;1.50;-7.59;74.92;-4.78;-10.80;38.20;-4.88;-11.57;4.84;-6.75;-12.58;0.60;7.28;6.77;74.61;-3.02;10.54;37.42;-4.11;12.29;4.15;-7.51;11.08;-0.09;6.51
1,433;-0.14;74.69;-7.55;0.26;106.28;-7.24;0.56;137.27;-5.65;-0.38;151.37;-4.73;-17.23;126.27;-7.34;-24.63;101.81;-8.07;-26.21;81.10;-0.38;-26.81;72.97;2.89;18.55;125.12;-4.58;27.14;99.65;-8.27;28.46;78.94;-0.63;26.39;71.19;1.51;-7.59;74.91;-4.76;-10.81;38.19;-4.86;-11.57;4.81;-6.73;-12.57;0.57;7.31;6.76;74.61;-3.00;10.54;37.42;-4.10;12.28;4.15;-7.52;11.08;-0.10;6.50
1,466;-0.14;74.69;-7.53;0.25;106.28;-7.21;0.53;137.26;-5.60;-0.39;151.37;-4.68;-17.23;126.27;-7.29;-24.65;101.84;-8.02;-26.23;81.13;-0.33;-26.80;72.99;2.95;18.55;125.12;-4.56;27.13;99.65;-8.25;28.46;78.93;-0.62;26.41;71.20;1.53;-7.59;74.91;-4.74;-10.82;38.18;-4.84;-11.57;4.79;-6.70;-12.56;0.54;7.33;6.76;74.60;-2.99;10.54;37.43;-4.09;12.25;4.13;-7.52;11.05;-0.11;6.50
1,499;-0.15;74.68;-7.52;0.24;106.27;-7.17;0.51;137.24;-5.55;-0.41;151.35;-4.64;-17.23;126.28;-7.25;-24.68;101.85;-7.96;-26.24;81.14;-0.29;-26.82;72.99;3.08;18.55;125.11;-4.52;27.13;99.65;-8.22;28.47;78.92;-0.62;26.42;71.19;1.54;-7.60;74.90;-4.71;-10.83;38.16;-4.82;-11.56;4.77;-6.67;-12.55;0.53;7.36;6.76;74.59;-2.98;10.54;37.44;-4.08;12.23;4.12;-7.51;11.03;-0.13;6.50
