Time [sec];HipCenter_X [cm];HipCenter_Y [cm];HipCenter_Z [cm];Spine_X [cm];Spine_Y [cm];Spine_Z [cm];ShoulderCenter_X [cm];ShoulderCenter_Y [cm];ShoulderCenter_Z [cm];Head_X [cm];Head_Y [cm];Head_Z [cm];ShoulderLeft_X [cm];ShoulderLeft_Y [cm];ShoulderLeft_Z [cm];ElbowLeft_X [cm];ElbowLeft_Y [cm];ElbowLeft_Z [cm];WristLeft_X [cm];WristLeft_Y [cm];WristLeft_Z [cm];HandLeft_X [cm];HandLeft_Y [cm];HandLeft_Z [cm];ShoulderRight_X [cm];ShoulderRight_Y [cm];ShoulderRight_Z [cm];ElbowRight_X [cm];ElbowRight_Y [cm];ElbowRight_Z [cm];WristRight_X [cm];WristRight_Y [cm];WristRight_Z [cm];HandRight_X [cm];HandRight_Y [cm];HandRight_Z [cm];HipLeft_X [cm];HipLeft_Y [cm];HipLeft_Z [cm];KneeLeft_X [cm];KneeLeft_Y [cm];KneeLeft_Z [cm];AnkleLeft_X [cm];AnkleLeft_Y [cm];AnkleLeft_Z [cm];FootLeft_X [cm];FootLeft_Y [cm];FootLeft_Z [cm];HipRight_X [cm];HipRight_Y [cm];HipRight_Z [cm];KneeRight_X [cm];KneeRight_Y [cm];KneeRight_Z [cm];AnkleRight_X [cm];AnkleRight_Y [cm];AnkleRight_Z [cm];FootRight_X [cm];FootRight_Y [cm];FootRight_Z [cm]
1,150;2.12;65.19;-3.25;1.95;93.93;-4.48;1.73;122.09;-4.46;2.57;136.58;-3.46;-13.79;108.80;-2.88;-16.58;86.17;-0.86;-15.53;64.80;6.52;-12.83;61.78;6.75;16.59;108.33;-1.39;19.88;85.96;-2.57;20.13;63.70;2.30;18.29;59.26;3.69;-5.79;65.19;-0.25;-8.79;36.04;-3.10;-8.66;7.11;-4.93;-9.06;4.18;6.22;9.75;65.31;0.74;9.53;36.26;-2.50;9.28;6.61;-4.63;8.26;-1.26;1.93
1,184;2.11;65.19;-3.24;1.93;93.91;-4.46;1.69;122.06;-4.42;2.56;136.58;-3.42;-13.80;108.78;-2.86;-16.60;86.15;-0.86;-15.56;64.77;6.48;-12.87;61.71;6.74;16.56;108.32;-1.38;19.86;85.96;-2.58;20.11;63.70;2.30;18.28;59.27;3.72;-5.81;65.18;-0.24;-8.79;36.04;-3.08;-8.66;7.10;-4.91;-9.07;4.18;6.24;9.74;65.31;0.75;9.53;36.27;-2.48;9.28;6.60;-4.63;8.26;-1.26;1.95
1,217;2.10;65.18;-3.23;1.89;93.89;-4.43;1.61;122.01;-4.37;2.54;136.58;-3.37;-13.81;108.76;-2.83;-16.63;86.13;-0.85;-15.60;64.74;6.45;-12.93;61.60;6.76;16.53;108.31;-1.36;19.84;85.96;-2.58;20.07;63.70;2.32;18.23;59.28;3.71;-5.82;65.17;-0.24;-8.80;36.05;-3.06;-8.67;7.12;-4.90;-9.07;4.20;6.25;9.73;65.31;0.77;9.53;36.28;-2.45;9.28;6.59;-4.63;8.27;-1.27;1.96
1,250;2.08;65.17;-3.22;1.85;93.87;-4.41;1.51;121.97;-4.33;2.51;136.57;-3.26;-13.84;108.73;-2.80;-16.67;86.10;-0.85;-15.63;64.70;6.42;-12.99;61.49;6.77;16.50;108.30;-1.34;19.81;85.95;-2.58;19.98;63.70;2.41;18.16;59.27;3.77;-5.84;65.16;-0.22;-8.81;36.04;-3.03;-8.67;7.11;-4.89;-9.07;4.18;6.26;9.72;65.30;0.78;9.51;36.30;-2.40;9.29;6.58;-4.63;8.27;-1.29;1.96
1,285;2.07;65.17;-3.20;1.79;93.86;-4.37;1.39;121.94;-4.29;2.45;136.55;-3.14;-13.87;108.70;-2.76;-16.71;86.07;-0.83;-15.74;64.70;6.43;-13.18;61.37;6.80;16.47;108.30;-1.33;19.77;85.94;-2.56;19.89;63.70;2.53;18.06;59.27;3.82;-5.86;65.15;-0.21;-8.82;36.05;-3.01;-8.67;7.09;-4.88;-9.06;4.16;6.27;9.71;65.30;0.79;9.50;36.31;-2.36;9.29;6.56;-4.63;8.28;-1.31;1.95
1,315;2.02;65.16;-3.16;1.70;93.83;-4.31;1.24;121.89;-4.20;2.35;136.53;-2.99;-13.92;108.69;-2.72;-16.76;86.06;-0.81;-15.84;64.73;6.46;-13.38;61.23;6.88;16.45;108.30;-1.33;19.72;85.95;-2.55;19.81;63.71;2.64;17.94;59.29;3.89;-5.91;65.13;-0.16;-8.84;36.05;-2.97;-8.67;7.09;-4.87;-9.06;4.16;6.28;9.67;65.30;0.83;9.47;36.31;-2.30;9.29;6.54;-4.64;8.29;-1.35;1.91
1,350;1.94;65.15;-3.10;1.58;93.81;-4.22;1.07;121.85;-4.09;2.20;136.47;-2.76;-14.05;108.70;-2.69;-16.81;86.06;-0.78;-15.93;64.75;6.53;-13.62;61.10;6.98;16.42;108.31;-1.31;19.67;85.95;-2.53;19.73;63.73;2.76;17.81;59.26;4.00;-6.00;65.12;-0.10;-8.86;36.05;-2.93;-8.67;7.08;-4.86;-9.05;4.15;6.29;9.59;65.28;0.89;9.43;36.32;-2.21;9.29;6.51;-4.62;8.28;-1.42;1.86
1,384;1.81;65.14;-3.01;1.42;93.78;-4.11;0.89;121.82;-3.98;2.02;136.41;-2.50;-14.22;108.71;-2.63;-16.90;86.06;-0.76;-15.99;64.61;6.67;-13.81;60.97;7.07;16.34;108.32;-1.27;19.56;85.96;-2.49;19.63;63.75;2.88;17.67;59.25;4.07;-6.12;65.11;-0.01;-8.89;36.04;-2.89;-8.67;7.06;-4.84;-9.04;4.12;6.31;9.46;65.27;0.98;9.36;36.33;-2.12;9.29;6.49;-4.61;8.29;-1.48;1.84
1,418;1.65;65.14;-2.91;1.24;93.76;-3.98;0.69;121.77;-3.84;1.81;136.32;-2.19;-14.47;108.69;-2.56;-17.06;86.04;-0.75;-16.10;64.47;6.82;-14.02;60.84;7.16;16.22;108.34;-1.17;19.41;85.98;-2.44;19.52;63.79;3.00;17.49;59.27;4.22;-6.28;65.10;0.09;-8.94;36.02;-2.84;-8.67;7.04;-4.84;-9.05;4.10;6.31;9.29;65.27;1.08;9.27;36.34;-2.00;9.27;6.47;-4.58;8.28;-1.50;1.82
1,449;1.42;65.14;-2.78;1.01;93.74;-3.84;0.47;121.73;-3.69;1.53;136.19;-1.83;-14.75;108.65;-2.46;-17.25;85.98;-0.72;-16.28;64.46;6.99;-14.30;60.65;7.27;16.05;108.38;-1.04;19.20;86.01;-2.34;19.39;63.83;3.14;17.28;59.26;4.38;-6.50;65.10;0.20;-9.03;36.04;-2.76;-8.66;7.01;-4.82;-9.06;4.07;6.33;9.06;65.28;1.22;9.13;36.36;-1.83;9.24;6.48;-4.53;8.27;-1.48;1.81
1,484;1.14;65.15;-2.63;0.71;93.72;-3.63;0.15;121.70;-3.43;1.21;136.09;-1.42;-15.08;108.60;-2.34;-17.46;85.92;-0.65;-16.56;64.45;7.19;-14.68;60.61;7.46;15.84;108.43;-0.86;18.96;86.07;-2.23;19.15;63.90;3.31;17.04;59.25;4.51;-6.76;65.11;0.34;-9.14;36.07;-2.67;-8.67;7.00;-4.81;-9.08;4.06;6.34;8.77;65.29;1.39;8.94;36.38;-1.62;9.21;6.51;-4.48;8.24;-1.48;1.80
1,516;0.82;65.16;-2.44;0.36;93.69;-3.38;-0.19;121.65;-3.12;0.83;135.95;-0.93;-15.45;108.55;-2.16;-17.69;85.86;-0.48;-16.81;64.39;7.41;-15.02;60.55;7.68;15.58;108.48;-0.64;18.68;86.13;-2.12;18.91;63.96;3.44;16.81;59.16;4.68;-7.08;65.11;0.50;-9.29;36.11;-2.55;-8.70;7.01;-4.80;-9.12;4.06;6.35;8.44;65.30;1.59;8.70;36.36;-1.28;9.13;6.49;-4.43;8.21;-1.45;1.78
