Time [sec];HipCenter_X [cm];HipCenter_Y [cm];HipCenter_Z [cm];Spine_X [cm];Spine_Y [cm];Spine_Z [cm];ShoulderCenter_X [cm];ShoulderCenter_Y [cm];ShoulderCenter_Z [cm];Head_X [cm];Head_Y [cm];Head_Z [cm];ShoulderLeft_X [cm];ShoulderLeft_Y [cm];ShoulderLeft_Z [cm];ElbowLeft_X [cm];ElbowLeft_Y [cm];ElbowLeft_Z [cm];WristLeft_X [cm];WristLeft_Y [cm];WristLeft_Z [cm];HandLeft_X [cm];HandLeft_Y [cm];HandLeft_Z [cm];ShoulderRight_X [cm];ShoulderRight_Y [cm];ShoulderRight_Z [cm];ElbowRight_X [cm];ElbowRight_Y [cm];ElbowRight_Z [cm];WristRight_X [cm];WristRight_Y [cm];WristRight_Z [cm];HandRight_X [cm];HandRight_Y [cm];HandRight_Z [cm];HipLeft_X [cm];HipLeft_Y [cm];HipLeft_Z [cm];KneeLeft_X [cm];KneeLeft_Y [cm];KneeLeft_Z [cm];AnkleLeft_X [cm];AnkleLeft_Y [cm];AnkleLeft_Z [cm];FootLeft_X [cm];FootLeft_Y [cm];FootLeft_Z [cm];HipRight_X [cm];HipRight_Y [cm];HipRight_Z [cm];KneeRight_X [cm];KneeRight_Y [cm];KneeRight_Z [cm];AnkleRight_X [cm];AnkleRight_Y [cm];AnkleRight_Z [cm];FootRight_X [cm];FootRight_Y [cm];FootRight_Z [cm]
0,365;0.30;74.79;-2.06;1.23;105.87;-0.64;2.18;136.31;2.07;2.22;150.40;2.52;-15.58;123.19;3.54;-25.24;98.13;0.94;-24.12;75.17;4.92;-21.60;67.82;4.80;19.41;123.67;2.99;26.79;98.53;1.33;24.62;74.40;6.97;22.06;69.27;6.96;-7.80;74.88;1.70;-8.90;38.69;-2.33;-7.91;3.56;-4.17;1.28;2.81;3.79;8.20;74.57;1.67;8.09;38.07;-1.04;7.72;3.17;-4.84;-0.65;-0.50;3.37
0,399;0.32;74.79;-2.06;1.25;105.88;-0.63;2.18;136.30;2.10;2.24;150.41;2.50;-15.58;123.19;3.52;-25.17;98.31;0.96;-24.17;75.37;4.91;-21.62;68.03;4.92;19.45;123.60;3.01;26.80;98.52;1.31;24.60;74.12;6.95;22.03;69.09;6.99;-7.78;74.89;1.71;-8.88;38.70;-2.38;-7.93;3.57;-4.18;1.31;2.58;3.50;8.22;74.58;1.66;8.13;38.09;-1.06;7.78;3.18;-4.85;-0.56;-0.62;3.28
0,432;0.33;74.80;-2.06;1.26;105.88;-0.61;2.19;136.29;2.12;2.26;150.41;2.49;-15.57;123.19;3.51;-25.10;98.56;1.00;-24.21;75.53;4.90;-21.68;68.13;4.95;19.47;123.55;3.04;26.81;98.55;1.29;24.60;74.13;6.92;22.05;69.15;6.98;-7.78;74.89;1.72;-8.86;38.71;-2.41;-7.94;3.58;-4.19;1.25;2.42;3.50;8.23;74.59;1.66;8.15;38.10;-1.07;7.83;3.19;-4.84;-0.66;-0.49;3.15
0,466;0.34;74.81;-2.05;1.27;105.88;-0.60;2.19;136.29;2.15;2.28;150.42;2.48;-15.56;123.19;3.52;-25.07;98.61;1.05;-24.18;75.53;4.92;-21.67;68.06;4.97;19.51;123.53;3.05;26.83;98.60;1.27;24.57;73.91;6.94;21.99;68.91;6.99;-7.77;74.90;1.73;-8.84;38.73;-2.43;-7.94;3.60;-4.20;1.21;2.24;3.49;8.24;74.60;1.66;8.14;38.11;-1.07;7.82;3.20;-4.83;-0.72;-0.30;3.20
0,499;0.35;74.82;-2.05;1.28;105.88;-0.58;2.20;136.27;2.18;2.30;150.43;2.47;-15.54;123.21;3.54;-25.08;98.48;1.08;-24.12;75.41;4.96;-21.64;67.96;4.93;19.54;123.52;3.06;26.84;98.68;1.27;24.59;74.00;6.91;22.01;68.96;6.97;-7.77;74.91;1.74;-8.82;38.75;-2.45;-7.94;3.61;-4.22;1.22;2.11;3.42;8.26;74.62;1.65;8.13;38.13;-1.07;7.79;3.21;-4.84;-0.74;-0.21;3.26
0,532;0.36;74.83;-2.05;1.30;105.88;-0.57;2.21;136.26;2.22;2.30;150.43;2.47;-15.52;123.23;3.55;-25.09;98.45;1.09;-24.09;75.45;4.95;-21.63;67.95;4.99;19.56;123.52;3.06;26.85;98.76;1.26;24.61;74.09;6.88;22.03;68.94;6.97;-7.76;74.92;1.74;-8.80;38.76;-2.48;-7.94;3.62;-4.23;1.22;1.98;3.36;8.27;74.63;1.64;8.12;38.14;-1.06;7.79;3.22;-4.84;-0.74;-0.10;3.35
0,566;0.37;74.84;-2.05;1.31;105.89;-0.55;2.22;136.26;2.25;2.31;150.43;2.48;-15.49;123.24;3.58;-25.09;98.49;1.09;-24.09;75.47;4.92;-21.65;68.00;4.97;19.58;123.52;3.05;26.86;98.85;1.26;24.59;73.84;6.90;22.00;68.71;6.91;-7.75;74.93;1.73;-8.78;38.77;-2.51;-7.95;3.63;-4.23;1.16;1.83;3.40;8.28;74.65;1.63;8.11;38.15;-1.06;7.79;3.24;-4.83;-0.74;-0.04;3.40
0,599;0.38;74.85;-2.05;1.32;105.89;-0.53;2.25;136.25;2.29;2.31;150.42;2.51;-15.47;123.25;3.62;-25.09;98.53;1.12;-24.05;75.51;4.94;-21.66;68.03;5.03;19.59;123.54;3.05;26.86;98.92;1.28;24.56;73.68;6.95;21.98;68.57;6.93;-7.75;74.93;1.73;-8.76;38.78;-2.51;-7.93;3.63;-4.23;1.01;1.79;3.74;8.28;74.65;1.64;8.10;38.15;-1.05;7.93;3.23;-4.76;-0.79;0.18;3.23
0,632;0.38;74.84;-2.03;1.33;105.87;-0.50;2.26;136.24;2.34;2.31;150.41;2.56;-15.46;123.25;3.66;-25.12;98.50;1.14;-24.04;75.52;4.99;-21.85;68.31;5.07;19.59;123.56;3.05;26.85;98.91;1.34;24.55;73.62;7.03;21.93;68.44;6.95;-7.75;74.92;1.74;-8.75;38.77;-2.49;-7.92;3.63;-4.22;0.84;1.93;4.27;8.29;74.65;1.67;8.09;38.15;-1.02;7.95;3.23;-4.71;-0.83;0.35;3.36
0,665;0.39;74.84;-2.01;1.34;105.86;-0.48;2.28;136.23;2.37;2.30;150.40;2.61;-15.43;123.26;3.70;-25.16;98.36;1.14;-24.06;75.50;5.00;-21.91;68.27;5.03;19.61;123.58;3.05;26.85;98.89;1.37;24.52;73.41;7.10;21.89;68.20;6.91;-7.75;74.92;1.75;-8.75;38.76;-2.47;-7.89;3.62;-4.21;0.82;1.92;4.39;8.30;74.64;1.70;8.07;38.15;-1.00;7.97;3.22;-4.65;-0.86;0.42;3.38
0,700;0.39;74.83;-1.99;1.35;105.85;-0.46;2.29;136.21;2.40;2.30;150.38;2.66;-15.42;123.25;3.74;-25.20;98.23;1.13;-24.08;75.50;5.00;-21.93;68.30;5.06;19.62;123.56;3.06;26.84;98.85;1.41;24.54;73.41;7.11;21.88;68.12;6.88;-7.75;74.92;1.76;-8.75;38.76;-2.45;-7.88;3.61;-4.20;0.73;1.97;4.62;8.30;74.64;1.72;8.07;38.14;-0.99;8.00;3.21;-4.63;-0.83;0.33;3.37
0,732;0.39;74.82;-1.98;1.36;105.84;-0.44;2.30;136.20;2.42;2.29;150.36;2.70;-15.41;123.24;3.76;-25.20;98.28;1.12;-24.10;75.51;5.00;-22.10;68.67;5.13;19.62;123.55;3.07;26.83;98.81;1.43;24.54;73.37;7.12;21.89;68.14;6.85;-7.75;74.91;1.77;-8.74;38.75;-2.45;-7.87;3.61;-4.19;0.63;2.00;4.81;8.30;74.63;1.73;8.09;38.14;-1.00;8.04;3.20;-4.60;-0.96;0.33;2.99
0,766;0.38;74.81;-1.97;1.35;105.83;-0.42;2.29;136.20;2.44;2.29;150.35;2.73;-15.41;123.22;3.78;-25.20;98.29;1.13;-23.98;75.14;4.99;-22.00;68.46;5.09;19.60;123.52;3.10;26.82;98.77;1.44;24.40;73.18;7.20;21.86;68.07;6.85;-7.77;74.90;1.78;-8.74;38.75;-2.45;-7.88;3.60;-4.18;0.57;2.04;4.92;8.29;74.62;1.75;8.10;38.13;-1.01;8.08;3.19;-4.60;-1.06;0.37;2.75
0,799;0.36;74.80;-1.96;1.34;105.83;-0.41;2.28;136.20;2.45;2.29;150.34;2.74;-15.40;123.20;3.79;-25.19;98.26;1.15;-23.87;74.83;5.02;-21.93;68.24;5.02;19.58;123.50;3.12;26.81;98.75;1.47;24.04;73.24;7.27;21.80;68.23;6.85;-7.78;74.90;1.79;-8.74;38.74;-2.45;-7.90;3.60;-4.18;0.62;2.10;4.83;8.28;74.60;1.76;8.12;38.12;-1.01;8.08;3.18;-4.60;-1.19;0.40;2.56
0,832;0.35;74.79;-1.94;1.34;105.82;-0.40;2.27;136.21;2.45;2.28;150.34;2.75;-15.39;123.19;3.81;-25.18;98.24;1.16;-23.77;74.62;5.05;-21.87;68.04;5.02;19.55;123.50;3.15;26.81;98.75;1.48;23.86;73.28;7.31;21.76;68.39;6.86;-7.79;74.89;1.81;-8.75;38.74;-2.46;-7.92;3.60;-4.18;0.72;2.29;4.69;8.28;74.59;1.77;8.14;38.11;-1.02;7.98;3.18;-4.65;-1.11;0.33;2.82
0,865;0.34;74.79;-1.93;1.32;105.82;-0.39;2.25;136.22;2.46;2.28;150.34;2.77;-15.38;123.18;3.83;-25.19;98.17;1.15;-23.69;74.45;5.08;-21.73;67.74;5.03;19.52;123.50;3.18;26.80;98.76;1.49;23.82;73.55;7.28;21.79;68.61;6.87;-7.81;74.89;1.82;-8.75;38.74;-2.46;-7.93;3.60;-4.18;0.84;2.41;4.53;8.26;74.58;1.78;8.15;38.11;-1.03;7.85;3.18;-4.70;-0.98;0.23;3.16
0,899;0.33;74.78;-1.93;1.31;105.82;-0.38;2.24;136.23;2.46;2.27;150.33;2.78;-15.38;123.16;3.85;-25.20;98.12;1.15;-23.57;74.20;5.10;-21.59;67.46;4.98;19.48;123.51;3.22;26.79;98.82;1.51;23.80;73.70;7.26;21.85;68.78;6.85;-7.82;74.88;1.83;-8.76;38.74;-2.46;-7.94;3.60;-4.18;0.92;2.60;4.42;8.25;74.57;1.77;8.14;38.10;-1.04;7.77;3.18;-4.75;-0.87;0.22;3.43
0,932;0.31;74.78;-1.93;1.30;105.82;-0.38;2.21;136.24;2.46;2.26;150.34;2.79;-15.39;123.16;3.85;-25.21;98.07;1.14;-23.47;74.01;5.10;-21.53;67.30;4.89;19.44;123.52;3.24;26.79;98.89;1.52;23.79;73.86;7.25;21.88;69.00;6.84;-7.83;74.88;1.83;-8.77;38.74;-2.46;-7.96;3.59;-4.18;1.04;2.79;4.25;8.24;74.57;1.77;8.11;38.09;-1.05;7.68;3.18;-4.80;-0.82;0.18;3.60
0,966;0.29;74.77;-1.93;1.29;105.82;-0.38;2.20;136.25;2.46;2.24;150.34;2.79;-15.40;123.16;3.84;-25.26;97.93;1.11;-23.39;73.83;5.10;-21.42;67.12;4.84;19.41;123.53;3.27;26.79;98.95;1.53;23.80;74.06;7.22;21.92;69.24;6.84;-7.86;74.88;1.83;-8.77;38.73;-2.46;-7.98;3.59;-4.17;1.19;2.91;3.97;8.20;74.56;1.77;8.08;38.09;-1.06;7.58;3.18;-4.85;-0.69;0.13;3.92
0,999;0.27;74.77;-1.93;1.28;105.82;-0.38;2.19;136.25;2.46;2.22;150.35;2.80;-15.43;123.16;3.82;-25.32;97.75;1.06;-23.38;73.74;5.08;-21.54;67.17;4.79;19.40;123.54;3.28;26.79;98.98;1.54;23.86;74.21;7.19;21.93;69.35;6.87;-7.88;74.88;1.82;-8.78;38.73;-2.45;-7.97;3.59;-4.17;1.31;3.00;3.79;8.18;74.55;1.77;8.04;38.09;-1.06;7.50;3.18;-4.87;-0.64;0.01;4.11
1,032;0.25;74.77;-1.93;1.27;105.82;-0.37;2.20;136.24;2.46;2.20;150.35;2.80;-15.46;123.16;3.80;-25.37;97.60;1.03;-23.44;73.85;5.10;-21.59;67.17;4.85;19.40;123.55;3.28;26.79;99.00;1.53;24.09;74.30;7.11;21.98;69.37;6.90;-7.89;74.88;1.82;-8.79;38.73;-2.43;-7.95;3.58;-4.16;1.19;3.03;4.02;8.15;74.55;1.78;8.00;38.09;-1.06;7.43;3.18;-4.87;-0.64;-0.01;4.24
1,066;0.22;74.77;-1.93;1.26;105.82;-0.37;2.20;136.23;2.44;2.18;150.35;2.81;-15.50;123.15;3.78;-25.43;97.47;0.99;-23.49;73.90;5.11;-21.62;67.26;4.86;19.40;123.55;3.29;26.79;99.02;1.51;24.36;74.47;7.01;22.04;69.41;6.89;-7.92;74.88;1.81;-8.80;38.72;-2.42;-7.93;3.58;-4.15;1.12;2.97;4.18;8.12;74.55;1.79;7.97;38.09;-1.07;7.42;3.18;-4.86;-0.63;-0.02;4.29
1,099;0.19;74.77;-1.93;1.25;105.81;-0.38;2.20;136.22;2.42;2.15;150.35;2.81;-15.53;123.15;3.75;-25.47;97.39;0.96;-23.52;73.92;5.12;-21.62;67.32;4.86;19.39;123.56;3.28;26.79;99.03;1.49;24.49;74.65;6.93;22.09;69.56;6.87;-7.94;74.88;1.80;-8.81;38.71;-2.40;-7.92;3.57;-4.14;1.09;2.94;4.25;8.09;74.55;1.80;7.91;38.09;-1.06;7.48;3.18;-4.83;-0.78;0.08;4.05
1,132;0.17;74.77;-1.93;1.24;105.81;-0.38;2.20;136.21;2.40;2.13;150.35;2.81;-15.56;123.16;3.72;-25.50;97.35;0.95;-23.58;73.98;5.12;-21.63;67.38;4.90;19.38;123.58;3.27;26.80;99.06;1.47;24.56;74.79;6.88;22.12;69.77;6.85;-7.96;74.88;1.79;-8.82;38.71;-2.39;-7.95;3.57;-4.16;0.96;2.90;4.38;8.06;74.55;1.81;7.87;38.09;-1.06;7.56;3.17;-4.78;-0.85;0.15;3.91
1,165;0.14;74.77;-1.93;1.23;105.80;-0.39;2.21;136.20;2.38;2.11;150.35;2.80;-15.60;123.15;3.68;-25.53;97.32;0.93;-23.73;74.12;5.08;-21.84;67.78;4.97;19.37;123.60;3.26;26.80;99.08;1.45;24.60;74.95;6.82;22.16;69.94;6.87;-7.99;74.88;1.78;-8.84;38.71;-2.39;-7.99;3.57;-4.18;0.77;2.84;4.63;8.02;74.56;1.82;7.86;38.10;-1.05;7.65;3.17;-4.74;-0.95;0.16;3.66
1,199;0.12;74.77;-1.93;1.22;105.80;-0.39;2.21;136.19;2.36;2.08;150.35;2.81;-15.63;123.14;3.66;-25.54;97.30;0.91;-23.89;74.22;5.04;-21.91;67.83;4.97;19.35;123.63;3.25;26.81;99.12;1.43;24.61;75.02;6.78;22.17;70.01;6.89;-8.01;74.88;1.77;-8.85;38.70;-2.39;-8.01;3.57;-4.20;0.71;2.75;4.67;7.99;74.56;1.83;7.86;38.10;-1.04;7.80;3.17;-4.67;-1.10;0.30;3.17
1,232;0.09;74.77;-1.93;1.21;105.80;-0.40;2.21;136.18;2.33;2.05;150.36;2.81;-15.65;123.13;3.64;-25.57;97.29;0.90;-24.02;74.34;5.03;-22.02;68.02;4.96;19.33;123.64;3.24;26.81;99.15;1.41;24.62;75.14;6.74;22.18;70.11;6.89;-8.03;74.88;1.77;-8.87;38.70;-2.40;-8.05;3.57;-4.21;0.66;2.70;4.67;7.97;74.56;1.83;7.85;38.10;-1.03;7.91;3.16;-4.63;-1.23;0.43;2.79
1,265;0.07;74.77;-1.93;1.18;105.80;-0.42;2.18;136.20;2.30;2.03;150.36;2.80;-15.67;123.12;3.62;-25.61;97.28;0.88;-24.11;74.48;5.02;-22.01;68.04;4.97;19.31;123.65;3.22;26.81;99.20;1.39;24.65;75.32;6.69;22.19;70.26;6.86;-8.05;74.87;1.76;-8.89;38.70;-2.41;-8.10;3.56;-4.23;0.72;2.60;4.44;7.94;74.57;1.82;7.84;38.10;-1.02;8.03;3.16;-4.60;-1.10;0.40;2.81
1,299;0.05;74.77;-1.94;1.16;105.81;-0.43;2.14;136.23;2.26;2.01;150.38;2.80;-15.69;123.11;3.60;-25.65;97.27;0.86;-24.17;74.56;5.01;-22.02;68.11;4.95;19.29;123.67;3.20;26.81;99.24;1.36;24.66;75.44;6.67;22.19;70.42;6.82;-8.07;74.87;1.76;-8.91;38.70;-2.42;-8.15;3.56;-4.23;0.82;2.50;4.15;7.92;74.57;1.81;7.83;38.10;-1.01;8.14;3.16;-4.58;-1.09;0.38;2.61
1,332;0.03;74.77;-1.94;1.13;105.82;-0.45;2.08;136.25;2.22;1.99;150.39;2.80;-15.71;123.11;3.58;-25.69;97.27;0.85;-24.23;74.48;4.93;-22.07;68.13;4.95;19.26;123.68;3.19;26.80;99.29;1.34;24.65;75.51;6.67;22.17;70.48;6.79;-8.08;74.86;1.76;-8.91;38.70;-2.44;-8.19;3.55;-4.23;0.72;2.31;4.17;7.91;74.57;1.80;7.83;38.10;-1.01;8.17;3.16;-4.58;-1.11;0.32;2.47
1,365;0.01;74.77;-1.95;1.09;105.83;-0.48;2.02;136.29;2.18;1.97;150.41;2.79;-15.73;123.11;3.57;-25.74;97.25;0.83;-24.27;74.44;4.90;-22.16;68.19;4.96;19.23;123.68;3.17;26.77;99.36;1.31;24.64;75.56;6.70;22.14;70.52;6.79;-8.11;74.87;1.75;-8.92;38.70;-2.44;-8.20;3.55;-4.19;0.66;2.07;4.19;7.88;74.58;1.78;7.84;38.10;-1.01;8.13;3.16;-4.60;-1.07;0.15;2.47
1,399;-0.01;74.78;-1.96;1.04;105.85;-0.50;1.95;136.33;2.13;1.93;150.44;2.79;-15.76;123.13;3.56;-25.80;97.23;0.82;-24.24;74.39;4.94;-22.13;68.03;4.96;19.19;123.67;3.17;26.68;99.36;1.31;24.62;75.61;6.72;22.09;70.55;6.83;-8.13;74.87;1.75;-8.93;38.70;-2.42;-8.17;3.55;-4.12;0.68;1.83;4.18;7.86;74.58;1.77;7.84;38.10;-1.01;8.07;3.17;-4.62;-1.02;-0.03;2.49
1,433;-0.05;74.78;-1.96;0.99;105.87;-0.52;1.86;136.36;2.11;1.90;150.47;2.79;-15.82;123.15;3.54;-25.96;97.25;0.77;-24.22;74.27;4.95;-22.09;67.84;4.94;19.13;123.67;3.17;26.56;99.36;1.32;24.54;75.65;6.76;22.03;70.57;6.85;-8.16;74.88;1.75;-8.94;38.69;-2.37;-8.14;3.54;-4.03;0.76;1.67;4.12;7.83;74.59;1.76;7.84;38.11;-1.01;7.97;3.18;-4.65;-0.81;-0.30;2.81
1,465;-0.10;74.80;-1.97;0.91;105.89;-0.53;1.76;136.40;2.09;1.86;150.49;2.78;-15.90;123.17;3.52;-26.16;97.29;0.69;-24.38;74.24;4.92;-22.14;67.67;4.86;19.01;123.69;3.21;26.42;99.33;1.34;24.33;75.46;6.79;21.85;70.38;6.81;-8.22;74.89;1.74;-8.96;38.69;-2.30;-8.10;3.53;-3.93;0.85;1.52;3.98;7.77;74.60;1.74;7.84;38.11;-1.01;7.85;3.19;-4.69;-0.45;-0.70;3.28
1,499;-0.19;74.80;-1.99;0.81;105.90;-0.56;1.65;136.41;2.06;1.79;150.51;2.76;-15.99;123.20;3.50;-26.39;97.38;0.59;-24.81;74.32;4.77;-22.54;67.89;4.78;18.87;123.70;3.24;26.24;99.26;1.36;23.96;75.02;6.79;21.55;69.95;6.72;-8.31;74.90;1.72;-8.97;38.67;-2.22;-8.04;3.52;-3.83;0.96;1.38;3.82;7.69;74.61;1.72;7.84;38.12;-1.02;7.77;3.20;-4.72;-0.19;-1.03;3.51
1,532;-0.30;74.82;-2.00;0.69;105.91;-0.57;1.54;136.42;2.05;1.67;150.51;2.77;-16.12;123.22;3.48;-26.62;97.46;0.50;-25.17;74.11;4.68;-23.03;68.08;4.74;18.70;123.70;3.29;26.05;99.18;1.39;23.56;74.57;6.82;21.10;69.44;6.79;-8.43;74.91;1.71;-8.99;38.66;-2.11;-7.97;3.50;-3.67;1.03;1.12;3.71;7.58;74.62;1.72;7.83;38.13;-1.01;7.66;3.21;-4.74;0.11;-1.40;3.71
1,566;-0.45;74.83;-1.99;0.54;105.93;-0.57;1.40;136.43;2.06;1.51;150.52;2.78;-16.28;123.25;3.48;-26.87;97.54;0.42;-25.53;73.97;4.61;-23.57;68.27;4.66;18.51;123.69;3.34;25.82;99.09;1.47;23.14;74.13;6.89;20.61;68.91;6.89;-8.58;74.93;1.72;-9.04;38.65;-1.98;-7.91;3.50;-3.51;1.16;0.87;3.44;7.44;74.63;1.72;7.81;38.15;-0.99;7.54;3.23;-4.75;0.55;-1.82;4.01
