Time [sec];HipCenter_X [cm];HipCenter_Y [cm];HipCenter_Z [cm];Spine_X [cm];Spine_Y [cm];Spine_Z [cm];ShoulderCenter_X [cm];ShoulderCenter_Y [cm];ShoulderCenter_Z [cm];Head_X [cm];Head_Y [cm];Head_Z [cm];ShoulderLeft_X [cm];ShoulderLeft_Y [cm];ShoulderLeft_Z [cm];ElbowLeft_X [cm];ElbowLeft_Y [cm];ElbowLeft_Z [cm];WristLeft_X [cm];WristLeft_Y [cm];WristLeft_Z [cm];HandLeft_X [cm];HandLeft_Y [cm];HandLeft_Z [cm];ShoulderRight_X [cm];ShoulderRight_Y [cm];ShoulderRight_Z [cm];ElbowRight_X [cm];ElbowRight_Y [cm];ElbowRight_Z [cm];WristRight_X [cm];WristRight_Y [cm];WristRight_Z [cm];HandRight_X [cm];HandRight_Y [cm];HandRight_Z [cm];HipLeft_X [cm];HipLeft_Y [cm];HipLeft_Z [cm];KneeLeft_X [cm];KneeLeft_Y [cm];KneeLeft_Z [cm];AnkleLeft_X [cm];AnkleLeft_Y [cm];AnkleLeft_Z [cm];FootLeft_X [cm];FootLeft_Y [cm];FootLeft_Z [cm];HipRight_X [cm];HipRight_Y [cm];HipRight_Z [cm];KneeRight_X [cm];KneeRight_Y [cm];KneeRight_Z [cm];AnkleRight_X [cm];AnkleRight_Y [cm];AnkleRight_Z [cm];FootRight_X [cm];FootRight_Y [cm];FootRight_Z [cm]
0,333;1.48;69.60;-4.97;3.98;99.53;-5.45;6.54;128.90;-4.86;8.67;141.91;-2.36;-9.62;118.29;-5.89;-16.54;92.52;-2.06;-8.06;80.90;12.53;-3.68;80.25;8.77;23.40;116.10;-9.28;32.73;96.14;-10.04;36.02;79.33;9.64;37.04;75.85;10.94;-5.98;70.35;-1.09;-9.22;38.43;0.99;-9.03;4.58;-4.05;-7.77;0.53;9.33;9.08;68.97;-2.10;9.78;38.58;-1.07;7.16;5.51;-8.03;8.28;1.44;5.36
0,367;1.48;69.59;-4.96;3.98;99.53;-5.45;6.56;128.90;-4.86;8.70;141.89;-2.35;-9.59;118.29;-5.86;-16.46;92.72;-2.03;-8.11;80.93;12.47;-3.70;80.23;8.77;23.40;116.10;-9.27;32.75;96.13;-10.04;36.09;79.33;9.70;37.06;76.06;10.97;-5.98;70.35;-1.08;-9.22;38.53;1.03;-9.09;4.61;-4.02;-7.81;0.56;9.37;9.07;68.97;-2.10;9.78;38.57;-1.07;7.15;5.52;-8.03;8.28;1.45;5.37
0,399;1.48;69.59;-4.96;3.99;99.53;-5.44;6.57;128.89;-4.84;8.73;141.88;-2.33;-9.58;118.30;-5.82;-16.38;92.80;-1.95;-8.10;80.90;12.50;-3.69;80.17;8.78;23.40;116.09;-9.27;32.76;96.12;-10.04;36.17;79.33;9.79;37.03;76.10;11.06;-5.98;70.36;-1.07;-9.22;38.68;1.06;-9.09;4.67;-3.98;-7.46;0.17;7.57;9.07;68.96;-2.10;9.78;38.57;-1.06;7.14;5.53;-8.02;8.28;1.46;5.37
0,433;1.47;69.59;-4.95;3.99;99.53;-5.43;6.57;128.88;-4.81;8.75;141.86;-2.30;-9.59;118.32;-5.78;-16.25;92.87;-1.83;-8.07;80.84;12.56;-3.72;80.06;8.85;23.38;116.09;-9.22;32.78;96.10;-10.03;36.25;79.31;9.86;37.04;76.13;11.15;-5.98;70.36;-1.06;-9.21;38.66;1.07;-9.05;4.73;-3.93;-7.42;0.22;7.62;9.07;68.96;-2.10;9.77;38.56;-1.05;7.13;5.51;-8.01;8.27;1.44;5.38
0,468;1.47;69.59;-4.95;4.00;99.53;-5.42;6.59;128.87;-4.78;8.77;141.85;-2.26;-9.61;118.34;-5.75;-16.14;92.93;-1.73;-8.04;80.80;12.62;-3.77;80.01;8.94;23.38;116.10;-9.19;32.79;96.10;-10.02;36.30;79.28;9.94;37.06;76.11;11.20;-5.98;70.36;-1.05;-9.21;38.63;1.07;-9.06;4.79;-3.87;-7.43;0.28;7.68;9.07;68.95;-2.09;9.77;38.55;-1.04;7.13;5.49;-8.00;8.27;1.42;5.39
0,500;1.47;69.59;-4.94;4.01;99.52;-5.41;6.61;128.86;-4.75;8.78;141.85;-2.22;-9.58;118.38;-5.75;-16.01;92.98;-1.59;-8.01;80.72;12.71;-3.72;79.96;8.98;23.36;116.10;-9.11;32.79;96.09;-10.01;36.33;79.25;9.99;37.09;76.10;11.22;-5.98;70.36;-1.04;-9.21;38.60;1.08;-9.08;4.84;-3.82;-7.47;0.33;7.73;9.07;68.95;-2.07;9.77;38.55;-1.03;7.13;5.46;-7.99;8.25;1.39;5.41
0,532;1.47;69.58;-4.93;4.02;99.52;-5.39;6.62;128.84;-4.71;8.80;141.84;-2.18;-9.56;118.42;-5.75;-15.89;92.99;-1.44;-7.95;80.62;12.81;-3.69;79.92;8.97;23.36;116.10;-9.06;32.80;96.08;-9.97;36.36;79.23;10.05;37.11;76.05;11.27;-5.98;70.35;-1.04;-9.22;38.46;1.06;-9.04;4.83;-3.81;-7.44;0.32;7.75;9.07;68.94;-2.06;9.76;38.54;-1.02;7.13;5.44;-7.97;8.24;1.37;5.42
0,567;1.47;69.58;-4.92;4.03;99.51;-5.37;6.64;128.83;-4.67;8.81;141.83;-2.12;-9.54;118.46;-5.74;-16.08;93.06;-1.68;-8.06;80.78;12.64;-3.82;80.05;9.01;23.36;116.09;-9.00;32.82;96.04;-9.92;36.39;79.20;10.11;37.14;76.02;11.27;-5.98;70.35;-1.03;-9.22;38.32;1.05;-9.02;4.81;-3.81;-7.43;0.30;7.75;9.07;68.94;-2.05;9.76;38.54;-1.01;7.14;5.42;-7.96;8.23;1.35;5.43
0,600;1.47;69.57;-4.91;4.04;99.50;-5.35;6.65;128.82;-4.62;8.82;141.82;-2.07;-9.53;118.49;-5.73;-15.98;92.98;-1.52;-7.99;80.66;12.78;-3.82;79.90;9.09;23.37;116.08;-8.97;32.83;96.03;-9.87;36.42;79.18;10.15;37.15;75.98;11.29;-5.98;70.34;-1.02;-9.21;38.25;1.05;-9.01;4.80;-3.80;-7.43;0.28;7.76;9.07;68.93;-2.04;9.75;38.54;-1.00;7.15;5.40;-7.95;8.23;1.32;5.44
0,634;1.48;69.57;-4.90;4.05;99.50;-5.33;6.67;128.82;-4.58;8.82;141.82;-2.02;-9.54;118.51;-5.71;-15.93;92.86;-1.41;-7.93;80.56;12.91;-3.73;79.83;9.10;23.38;116.08;-8.93;32.84;96.01;-9.83;36.44;79.18;10.17;37.16;75.93;11.34;-5.97;70.33;-1.01;-9.22;38.03;1.02;-9.03;4.74;-3.80;-7.63;0.45;8.67;9.07;68.92;-2.02;9.75;38.55;-0.99;7.16;5.38;-7.94;8.23;1.30;5.46
0,667;1.48;69.56;-4.89;4.06;99.49;-5.31;6.69;128.82;-4.55;8.83;141.81;-1.98;-9.54;118.53;-5.70;-15.95;92.91;-1.43;-7.97;80.60;12.89;-3.72;79.85;9.07;23.40;116.08;-8.91;32.85;96.01;-9.79;36.46;79.18;10.19;37.22;75.89;11.31;-5.97;70.33;-1.00;-9.22;38.08;1.01;-9.04;4.70;-3.79;-7.82;0.63;9.60;9.07;68.92;-2.01;9.75;38.55;-0.98;7.17;5.38;-7.94;8.24;1.29;5.46
0,700;1.48;69.55;-4.88;4.07;99.49;-5.28;6.71;128.82;-4.50;8.84;141.80;-1.94;-9.51;118.55;-5.70;-15.99;92.89;-1.44;-7.99;80.61;12.90;-3.70;79.83;9.04;23.40;116.08;-8.87;32.87;96.00;-9.76;36.49;79.19;10.20;37.25;75.79;11.27;-5.96;70.32;-0.98;-9.21;38.18;1.02;-9.04;4.66;-3.79;-7.83;0.59;9.60;9.08;68.91;-2.00;9.75;38.56;-0.96;7.19;5.39;-7.94;8.25;1.31;5.47
0,734;1.49;69.54;-4.87;4.08;99.49;-5.26;6.72;128.83;-4.46;8.85;141.79;-1.91;-9.51;118.55;-5.68;-16.20;92.85;-1.60;-8.06;80.72;12.78;-3.78;79.91;9.02;23.40;116.08;-8.82;32.89;96.01;-9.74;36.53;79.23;10.16;37.28;75.76;11.24;-5.95;70.31;-0.96;-9.21;38.24;1.02;-9.04;4.63;-3.80;-7.84;0.55;9.60;9.08;68.91;-1.99;9.75;38.57;-0.95;7.21;5.40;-7.94;8.26;1.32;5.47
0,767;1.50;69.54;-4.85;4.09;99.48;-5.22;6.74;128.84;-4.39;8.86;141.79;-1.86;-9.49;118.54;-5.66;-16.22;92.87;-1.62;-8.09;80.74;12.77;-3.82;80.00;9.08;23.39;116.09;-8.77;32.91;96.03;-9.72;36.58;79.28;10.15;37.32;75.70;11.25;-5.94;70.30;-0.95;-9.20;38.36;1.03;-9.06;4.61;-3.80;-7.87;0.53;9.60;9.09;68.91;-1.98;9.76;38.57;-0.94;7.23;5.40;-7.94;8.27;1.31;5.46
0,800;1.50;69.53;-4.84;4.10;99.48;-5.19;6.74;128.85;-4.32;8.86;141.80;-1.81;-9.48;118.52;-5.63;-16.08;92.89;-1.46;-8.05;80.65;12.87;-3.84;79.99;9.16;23.37;116.11;-8.72;32.93;96.04;-9.69;36.62;79.32;10.12;37.31;75.64;11.23;-5.93;70.29;-0.93;-9.18;38.55;1.05;-9.07;4.61;-3.79;-7.88;0.53;9.61;9.09;68.90;-1.96;9.76;38.57;-0.93;7.24;5.40;-7.95;8.28;1.31;5.46
0,833;1.51;69.53;-4.83;4.11;99.48;-5.16;6.75;128.86;-4.27;8.87;141.81;-1.75;-9.47;118.50;-5.60;-16.02;92.92;-1.39;-8.03;80.62;12.90;-3.85;80.01;9.17;23.36;116.12;-8.66;32.95;96.05;-9.65;36.65;79.38;10.09;37.30;75.60;11.22;-5.92;70.29;-0.92;-9.17;38.72;1.07;-9.07;4.62;-3.77;-7.49;0.12;7.77;9.10;68.90;-1.95;9.76;38.56;-0.93;7.26;5.40;-7.95;8.28;1.31;5.46
0,867;1.51;69.52;-4.82;4.12;99.48;-5.13;6.75;128.86;-4.22;8.87;141.82;-1.69;-9.46;118.50;-5.57;-16.14;92.97;-1.53;-8.11;80.73;12.79;-3.99;80.22;9.25;23.34;116.12;-8.61;32.98;96.05;-9.62;36.68;79.42;10.06;37.33;75.61;11.20;-5.92;70.28;-0.91;-9.15;38.91;1.09;-9.05;4.64;-3.75;-7.48;0.14;7.79;9.10;68.89;-1.94;9.76;38.55;-0.92;7.27;5.40;-7.96;8.29;1.31;5.45
0,903;1.51;69.52;-4.81;4.13;99.48;-5.10;6.76;128.87;-4.16;8.88;141.84;-1.63;-9.45;118.50;-5.55;-16.22;92.92;-1.58;-8.12;80.75;12.77;-4.12;80.31;9.36;23.32;116.13;-8.56;33.00;96.05;-9.58;36.71;79.45;10.03;37.33;75.63;11.21;-5.91;70.28;-0.90;-9.14;39.08;1.11;-9.02;4.68;-3.73;-7.07;-0.25;5.96;9.10;68.88;-1.93;9.76;38.54;-0.92;7.28;5.41;-7.97;8.29;1.31;5.44
0,933;1.52;69.51;-4.80;4.13;99.48;-5.08;6.77;128.88;-4.12;8.89;141.86;-1.57;-9.46;118.50;-5.52;-16.21;92.86;-1.52;-8.10;80.70;12.82;-4.17;80.36;9.46;23.29;116.13;-8.50;33.02;96.06;-9.55;36.73;79.48;10.00;37.31;75.63;11.22;-5.91;70.27;-0.89;-9.15;39.15;1.13;-9.01;4.72;-3.72;-6.71;-0.66;4.12;9.11;68.88;-1.92;9.76;38.53;-0.91;7.29;5.42;-7.98;8.29;1.31;5.44
0,968;1.52;69.51;-4.79;4.14;99.48;-5.05;6.78;128.88;-4.07;8.89;141.88;-1.51;-9.49;118.50;-5.49;-16.12;92.90;-1.44;-8.09;80.65;12.88;-4.22;80.36;9.53;23.29;116.14;-8.49;33.04;96.06;-9.52;36.75;79.49;9.99;37.28;75.66;11.22;-5.91;70.27;-0.89;-9.15;39.21;1.13;-8.89;4.62;-3.79;-6.59;-0.76;4.05;9.11;68.87;-1.91;9.76;38.52;-0.91;7.30;5.42;-7.99;8.31;1.32;5.43
0,999;1.52;69.50;-4.79;4.14;99.48;-5.03;6.77;128.87;-4.04;8.90;141.88;-1.45;-9.54;118.51;-5.46;-16.24;92.91;-1.59;-8.16;80.74;12.79;-4.30;80.45;9.54;23.30;116.14;-8.50;33.05;96.07;-9.50;36.76;79.49;9.98;37.27;75.72;11.24;-5.91;70.27;-0.88;-9.15;39.25;1.14;-8.77;4.55;-3.85;-6.46;-0.83;3.99;9.11;68.87;-1.90;9.76;38.52;-0.90;7.31;5.44;-7.99;8.32;1.33;5.43
1,033;1.52;69.50;-4.78;4.13;99.47;-5.02;6.76;128.85;-4.02;8.90;141.87;-1.41;-9.59;118.52;-5.43;-16.12;92.94;-1.37;-8.10;80.61;12.90;-4.28;80.42;9.60;23.33;116.14;-8.52;33.05;96.07;-9.48;36.76;79.49;9.97;37.27;75.74;11.29;-5.91;70.27;-0.87;-9.16;39.27;1.15;-8.71;4.54;-3.87;-6.39;-0.85;3.97;9.11;68.87;-1.89;9.75;38.51;-0.89;7.34;5.46;-7.99;8.37;1.35;5.42
1,067;1.52;69.50;-4.77;4.14;99.46;-5.00;6.76;128.83;-3.99;8.90;141.85;-1.37;-9.64;118.53;-5.41;-16.44;92.98;-1.68;-8.21;80.77;12.75;-4.33;80.51;9.62;23.33;116.14;-8.52;33.05;96.08;-9.48;36.76;79.49;9.93;37.28;76.00;11.38;-5.91;70.27;-0.87;-9.16;39.30;1.15;-8.70;4.54;-3.89;-6.20;-1.06;3.03;9.11;68.87;-1.88;9.75;38.50;-0.87;7.38;5.49;-8.00;8.41;1.38;5.42
1,098;1.52;69.50;-4.76;4.14;99.45;-4.98;6.76;128.80;-3.97;8.90;141.82;-1.32;-9.67;118.54;-5.39;-16.66;92.96;-1.83;-8.30;80.89;12.64;-4.38;80.56;9.60;23.36;116.13;-8.54;33.05;96.08;-9.48;36.76;79.49;9.90;37.30;76.16;11.35;-5.91;70.27;-0.86;-9.17;39.06;1.16;-8.59;4.30;-4.01;-6.28;-1.10;3.83;9.11;68.86;-1.87;9.75;38.50;-0.85;7.40;5.51;-8.01;8.45;1.40;5.41
1,134;1.52;69.49;-4.75;4.14;99.44;-4.96;6.76;128.76;-3.94;8.90;141.79;-1.27;-9.70;118.54;-5.35;-16.49;92.91;-1.60;-8.23;80.73;12.81;-4.26;80.41;9.61;23.39;116.11;-8.56;33.04;96.09;-9.48;36.76;79.51;9.88;37.33;76.27;11.33;-5.91;70.27;-0.84;-9.18;38.95;1.17;-8.66;4.29;-4.09;-6.53;-0.89;4.68;9.11;68.86;-1.86;9.75;38.50;-0.83;7.43;5.53;-8.01;8.49;1.41;5.41
1,166;1.52;69.49;-4.74;4.14;99.42;-4.93;6.75;128.72;-3.91;8.89;141.74;-1.21;-9.72;118.53;-5.32;-16.47;92.87;-1.56;-8.22;80.70;12.88;-4.28;80.36;9.66;23.43;116.09;-8.59;33.04;96.10;-9.47;36.76;79.53;9.83;37.39;76.39;11.33;-5.91;70.26;-0.83;-9.19;38.85;1.19;-8.74;4.27;-4.15;-6.95;-0.47;6.47;9.11;68.85;-1.86;9.75;38.50;-0.81;7.46;5.54;-8.01;8.53;1.42;5.41
1,200;1.53;69.49;-4.72;4.14;99.40;-4.91;6.75;128.68;-3.87;8.89;141.69;-1.15;-9.73;118.53;-5.29;-16.46;93.05;-1.56;-8.27;80.78;12.82;-4.29;80.36;9.66;23.46;116.07;-8.60;33.05;96.10;-9.47;36.77;79.58;9.79;37.46;76.56;11.36;-5.90;70.26;-0.81;-9.18;38.79;1.21;-8.71;4.30;-4.17;-7.09;-0.22;7.37;9.11;68.85;-1.85;9.75;38.50;-0.78;7.47;5.55;-7.99;8.56;1.42;5.42
1,231;1.53;69.48;-4.71;4.15;99.39;-4.88;6.75;128.66;-3.84;8.89;141.64;-1.10;-9.74;118.52;-5.26;-16.36;93.12;-1.40;-8.23;80.72;12.88;-4.23;80.29;9.66;23.48;116.05;-8.61;33.05;96.10;-9.48;36.80;79.65;9.69;37.52;76.78;11.31;-5.90;70.25;-0.79;-9.19;38.74;1.23;-8.74;4.39;-4.16;-7.11;-0.14;7.39;9.11;68.84;-1.84;9.75;38.39;-0.74;7.49;5.55;-7.98;8.59;1.43;5.44
1,266;1.53;69.47;-4.70;4.16;99.38;-4.87;6.77;128.64;-3.82;8.90;141.59;-1.04;-9.75;118.51;-5.23;-16.36;93.08;-1.39;-8.20;80.72;12.91;-4.19;80.26;9.64;23.48;116.03;-8.58;33.05;96.12;-9.53;36.82;79.74;9.55;37.57;77.00;11.26;-5.90;70.24;-0.77;-9.19;38.70;1.25;-8.74;4.43;-4.16;-7.11;-0.10;7.39;9.12;68.83;-1.84;9.74;38.30;-0.70;7.49;5.57;-7.95;8.59;1.45;5.46
1,297;1.54;69.45;-4.69;4.17;99.36;-4.85;6.79;128.61;-3.79;8.91;141.54;-0.99;-9.76;118.51;-5.20;-16.43;93.02;-1.48;-8.22;80.80;12.82;-4.22;80.35;9.64;23.51;115.99;-8.58;33.06;96.13;-9.59;36.85;79.85;9.39;37.67;77.20;11.14;-5.89;70.23;-0.75;-9.19;38.55;1.25;-8.73;4.43;-4.17;-7.28;0.11;8.31;9.13;68.81;-1.83;9.74;38.23;-0.65;7.46;5.59;-7.91;8.57;1.46;5.51
1,333;1.54;69.44;-4.68;4.18;99.34;-4.83;6.81;128.59;-3.76;8.94;141.49;-0.94;-9.73;118.50;-5.17;-16.20;92.96;-1.22;-8.09;80.65;12.98;-4.14;80.22;9.66;23.52;115.96;-8.58;33.08;96.13;-9.64;36.91;80.18;8.92;37.72;77.61;11.00;-5.89;70.22;-0.73;-9.18;38.56;1.24;-8.73;4.54;-4.14;-7.46;0.42;9.27;9.13;68.79;-1.84;9.73;38.17;-0.61;7.43;5.60;-7.85;8.55;1.47;5.56
1,367;1.55;69.42;-4.67;4.19;99.32;-4.81;6.82;128.57;-3.74;8.98;141.44;-0.88;-9.57;118.49;-5.10;-16.20;93.05;-1.28;-8.09;80.71;12.90;-4.18;80.22;9.64;23.53;115.94;-8.57;33.10;96.14;-9.73;36.95;81.01;8.59;37.77;78.15;10.85;-5.89;70.20;-0.71;-9.18;38.67;1.22;-8.69;4.65;-4.08;-7.40;0.54;9.33;9.14;68.77;-1.85;9.73;38.10;-0.56;7.40;5.61;-7.80;8.54;1.48;5.62
1,402;1.55;69.40;-4.68;4.20;99.30;-4.80;6.86;128.54;-3.70;9.03;141.40;-0.83;-9.43;118.49;-5.04;-16.31;93.17;-1.45;-8.13;80.87;12.72;-4.21;80.26;9.56;23.53;115.92;-8.55;33.12;96.16;-9.86;37.00;81.66;8.08;37.84;78.75;10.61;-5.88;70.19;-0.70;-9.18;38.72;1.20;-8.56;4.65;-4.05;-7.25;0.53;9.36;9.15;68.73;-1.88;9.72;38.04;-0.52;7.38;5.64;-7.74;8.54;1.50;5.67
1,431;1.56;69.37;-4.68;4.22;99.27;-4.79;6.89;128.50;-3.68;9.11;141.34;-0.79;-9.21;118.49;-4.96;-16.43;93.12;-1.58;-8.12;80.93;12.62;-4.16;80.20;9.48;23.53;115.91;-8.53;33.14;96.17;-10.01;37.07;82.32;7.59;37.89;79.34;10.32;-5.88;70.17;-0.69;-9.19;38.75;1.16;-8.50;4.70;-4.01;-7.17;0.58;9.39;9.16;68.69;-1.92;9.72;37.97;-0.48;7.37;5.65;-7.69;8.55;1.51;5.71
1,466;1.57;69.34;-4.70;4.25;99.23;-4.79;6.95;128.45;-3.65;9.22;141.27;-0.74;-9.04;118.49;-4.90;-16.48;92.98;-1.64;-8.01;80.92;12.59;-4.11;80.11;9.46;23.57;115.87;-8.55;33.19;96.19;-10.17;37.12;82.98;7.13;37.94;79.90;10.08;-5.87;70.15;-0.68;-9.19;38.76;1.12;-8.51;4.76;-3.97;-7.15;0.63;9.42;9.18;68.65;-1.97;9.73;37.86;-0.44;7.36;5.66;-7.65;8.58;1.52;5.75
1,499;1.58;69.31;-4.73;4.30;99.17;-4.79;7.05;128.36;-3.63;9.34;141.20;-0.69;-8.82;118.48;-4.84;-16.63;92.99;-1.89;-7.98;81.03;12.44;-4.11;80.06;9.41;23.69;115.81;-8.60;33.28;96.17;-10.32;37.19;83.61;6.72;38.02;80.38;9.82;-5.86;70.12;-0.69;-9.20;38.77;1.08;-8.52;4.81;-3.94;-7.12;0.67;9.45;9.19;68.60;-2.03;9.73;37.80;-0.40;7.36;5.66;-7.62;8.61;1.51;5.78
1,532;1.60;69.27;-4.76;4.36;99.10;-4.79;7.18;128.26;-3.59;9.49;141.13;-0.63;-8.57;118.47;-4.80;-16.42;93.02;-1.78;-7.87;80.93;12.50;-4.02;79.84;9.37;23.85;115.73;-8.69;33.37;96.14;-10.50;37.25;84.25;6.33;38.05;80.86;9.58;-5.85;70.09;-0.70;-9.18;38.58;1.04;-8.52;4.84;-3.93;-7.07;0.70;9.45;9.22;68.54;-2.12;9.76;37.69;-0.37;7.35;5.64;-7.59;8.65;1.49;5.80
