Time [sec];HipCenter_X [cm];HipCenter_Y [cm];HipCenter_Z [cm];Spine_X [cm];Spine_Y [cm];Spine_Z [cm];ShoulderCenter_X [cm];ShoulderCenter_Y [cm];ShoulderCenter_Z [cm];Head_X [cm];Head_Y [cm];Head_Z [cm];ShoulderLeft_X [cm];ShoulderLeft_Y [cm];ShoulderLeft_Z [cm];ElbowLeft_X [cm];ElbowLeft_Y [cm];ElbowLeft_Z [cm];WristLeft_X [cm];WristLeft_Y [cm];WristLeft_Z [cm];HandLeft_X [cm];HandLeft_Y [cm];HandLeft_Z [cm];ShoulderRight_X [cm];ShoulderRight_Y [cm];ShoulderRight_Z [cm];ElbowRight_X [cm];ElbowRight_Y [cm];ElbowRight_Z [cm];WristRight_X [cm];WristRight_Y [cm];WristRight_Z [cm];HandRight_X [cm];HandRight_Y [cm];HandRight_Z [cm];HipLeft_X [cm];HipLeft_Y [cm];HipLeft_Z [cm];KneeLeft_X [cm];KneeLeft_Y [cm];KneeLeft_Z [cm];AnkleLeft_X [cm];AnkleLeft_Y [cm];AnkleLeft_Z [cm];FootLeft_X [cm];FootLeft_Y [cm];FootLeft_Z [cm];HipRight_X [cm];HipRight_Y [cm];HipRight_Z [cm];KneeRight_X [cm];KneeRight_Y [cm];KneeRight_Z [cm];AnkleRight_X [cm];AnkleRight_Y [cm];AnkleRight_Z [cm];FootRight_X [cm];FootRight_Y [cm];FootRight_Z [cm]
0,317;4.70;64.52;2.02;6.88;92.38;5.91;9.03;119.64;10.84;9.96;132.76;13.18;-7.63;108.96;11.36;-12.09;89.16;16.10;5.29;82.29;27.67;8.88;83.78;20.60;24.72;109.37;12.58;32.98;90.57;9.82;28.11;79.06;26.62;26.88;77.30;29.01;-2.46;64.60;4.91;-7.75;35.93;-4.24;-12.17;6.31;-13.10;-12.30;3.20;-2.84;11.86;64.40;5.92;14.88;36.37;10.70;14.17;3.15;4.45;13.77;0.09;14.71
0,351;4.67;64.50;1.93;6.85;92.39;5.78;8.99;119.66;10.66;9.92;132.81;12.95;-7.68;108.97;11.16;-12.14;89.18;15.95;4.89;82.53;27.37;8.62;84.02;20.57;24.67;109.38;12.35;32.87;90.49;9.53;28.06;78.84;26.24;26.79;76.99;28.49;-2.49;64.59;4.82;-7.77;35.82;-4.33;-12.16;6.31;-13.10;-12.29;3.20;-2.83;11.83;64.37;5.82;14.91;36.28;10.63;14.26;3.12;4.38;13.87;0.07;14.64
0,380;4.64;64.49;1.84;6.82;92.40;5.66;8.94;119.69;10.51;9.87;132.86;12.74;-7.72;108.97;11.02;-12.28;89.22;15.74;4.47;82.89;27.14;8.25;84.33;20.60;24.61;109.40;12.15;32.74;90.43;9.20;27.99;78.61;25.80;26.76;76.67;27.98;-2.51;64.58;4.74;-7.79;35.78;-4.39;-12.16;6.37;-13.09;-12.27;3.27;-2.82;11.80;64.35;5.73;14.95;36.20;10.55;14.34;3.05;4.30;13.96;0.01;14.56
0,416;4.60;64.48;1.76;6.77;92.41;5.54;8.86;119.72;10.36;9.81;132.90;12.56;-7.74;108.95;10.93;-12.40;89.21;15.54;3.79;83.25;26.73;7.69;84.57;20.69;24.54;109.41;11.94;32.61;90.40;8.83;27.85;78.42;25.00;26.72;76.39;27.37;-2.54;64.58;4.67;-7.81;35.81;-4.43;-12.16;6.48;-13.08;-12.24;3.38;-2.81;11.76;64.33;5.62;14.98;36.11;10.47;14.43;2.98;4.22;14.08;-0.06;14.48
0,449;4.57;64.47;1.66;6.71;92.41;5.42;8.77;119.73;10.22;9.73;132.95;12.41;-7.76;108.91;10.85;-12.29;89.08;15.49;3.32;83.37;26.43;7.35;84.59;20.70;24.46;109.44;11.74;32.47;90.38;8.44;27.76;78.26;24.15;26.75;76.17;26.71;-2.58;64.58;4.59;-7.82;35.89;-4.46;-12.19;6.55;-13.08;-12.24;3.45;-2.80;11.72;64.31;5.52;15.01;36.02;10.39;14.53;2.96;4.17;14.21;-0.07;14.43
0,482;4.53;64.45;1.57;6.65;92.41;5.31;8.67;119.74;10.09;9.64;132.98;12.28;-7.80;108.87;10.74;-11.99;88.83;15.55;3.31;83.17;26.36;7.42;84.44;20.50;24.36;109.46;11.55;32.34;90.35;8.03;27.71;78.11;23.30;26.78;75.92;25.99;-2.62;64.57;4.51;-7.83;35.97;-4.48;-12.22;6.56;-13.10;-12.26;3.46;-2.82;11.68;64.29;5.41;15.04;35.94;10.31;14.63;2.95;4.13;14.32;-0.09;14.40
0,516;4.48;64.43;1.49;6.58;92.41;5.21;8.57;119.75;9.98;9.54;133.00;12.17;-7.85;108.83;10.64;-11.27;88.42;15.91;3.67;82.82;26.56;7.59;84.08;20.31;24.26;109.49;11.37;32.22;90.35;7.58;27.61;77.93;22.52;26.82;75.71;25.29;-2.66;64.55;4.44;-7.82;36.19;-4.44;-12.24;6.59;-13.11;-12.26;3.49;-2.84;11.64;64.26;5.31;15.06;35.89;10.25;14.72;2.95;4.11;14.43;-0.09;14.38
0,549;4.44;64.42;1.40;6.52;92.41;5.11;8.47;119.77;9.88;9.42;133.03;12.09;-7.91;108.80;10.55;-10.52;88.00;16.31;3.99;82.57;26.86;7.66;83.69;20.21;24.16;109.53;11.22;32.11;90.36;7.16;27.55;77.76;21.72;26.89;75.46;24.61;-2.70;64.54;4.36;-7.83;36.41;-4.37;-12.25;6.61;-13.12;-12.26;3.51;-2.85;11.60;64.24;5.21;15.08;35.85;10.20;14.80;2.95;4.09;14.53;-0.08;14.36
0,580;4.41;64.40;1.33;6.45;92.41;5.03;8.37;119.79;9.79;9.29;133.05;12.02;-7.99;108.73;10.47;-9.92;87.58;16.60;4.45;82.17;27.22;7.85;83.37;20.04;24.05;109.55;11.08;32.03;90.36;6.75;27.48;77.54;20.99;26.92;75.13;24.00;-2.74;64.52;4.30;-7.83;36.61;-4.31;-12.27;6.60;-13.13;-12.26;3.50;-2.86;11.57;64.23;5.14;15.08;35.84;10.16;14.88;2.95;4.07;14.61;-0.08;14.33
0,616;4.39;64.39;1.28;6.39;92.40;4.95;8.27;119.79;9.69;9.15;133.05;11.96;-8.09;108.68;10.39;-9.30;87.18;16.92;5.02;81.88;27.67;8.14;83.12;19.79;23.95;109.57;10.94;31.96;90.35;6.32;27.40;77.30;20.31;26.94;74.84;23.37;-2.77;64.50;4.25;-7.84;36.77;-4.26;-12.29;6.59;-13.14;-12.27;3.49;-2.87;11.56;64.22;5.09;15.08;35.84;10.10;14.96;3.02;4.05;14.71;-0.01;14.31
0,650;4.37;64.37;1.23;6.34;92.39;4.89;8.18;119.79;9.61;9.01;133.06;11.91;-8.21;108.64;10.30;-8.69;86.81;17.26;5.59;81.62;28.11;8.46;82.87;19.52;23.84;109.58;10.81;31.89;90.33;5.91;27.35;77.04;19.80;26.95;74.53;22.78;-2.80;64.48;4.19;-7.89;36.80;-4.26;-12.32;6.54;-13.16;-12.29;3.45;-2.88;11.55;64.21;5.05;15.07;35.83;10.02;15.02;3.07;4.03;14.78;0.04;14.29
0,682;4.35;64.36;1.18;6.27;92.39;4.82;8.07;119.78;9.54;8.85;133.05;11.87;-8.33;108.61;10.21;-8.27;86.52;17.49;6.01;81.51;28.43;8.68;82.83;19.34;23.73;109.59;10.69;31.81;90.30;5.53;27.37;76.82;19.40;26.93;74.25;22.22;-2.83;64.46;4.14;-7.94;36.80;-4.24;-12.38;6.45;-13.18;-12.34;3.36;-2.90;11.54;64.21;5.01;15.06;35.82;9.94;15.07;3.09;4.00;14.83;0.07;14.26
0,716;4.32;64.35;1.14;6.20;92.37;4.76;7.95;119.76;9.47;8.69;133.04;11.84;-8.44;108.59;10.13;-8.11;86.33;17.56;6.18;81.56;28.60;8.70;82.93;19.25;23.62;109.59;10.58;31.72;90.27;5.18;27.38;76.61;18.97;26.91;73.91;21.76;-2.87;64.45;4.09;-8.00;36.79;-4.22;-12.42;6.34;-13.20;-12.38;3.25;-2.93;11.52;64.20;4.97;15.05;35.83;9.86;15.10;3.11;3.95;14.87;0.09;14.22
0,749;4.28;64.35;1.09;6.11;92.36;4.69;7.82;119.73;9.38;8.53;133.02;11.82;-8.57;108.58;10.05;-8.24;86.27;17.46;6.07;81.75;28.59;8.51;83.12;19.20;23.49;109.59;10.48;31.60;90.22;4.87;27.40;76.43;18.52;26.88;73.55;21.31;-2.92;64.45;4.04;-8.08;36.68;-4.25;-12.48;6.22;-13.21;-12.42;3.14;-2.94;11.49;64.20;4.93;15.03;35.84;9.76;15.13;3.15;3.90;14.90;0.12;14.17
0,782;4.23;64.34;1.02;6.00;92.34;4.59;7.66;119.70;9.26;8.35;132.97;11.80;-8.71;108.57;9.96;-8.63;86.29;17.16;5.72;81.97;28.34;8.29;83.46;19.11;23.36;109.59;10.37;31.45;90.15;4.59;27.43;76.28;18.08;26.84;73.26;20.83;-2.99;64.44;3.96;-8.17;36.50;-4.33;-12.53;6.09;-13.22;-12.48;3.00;-2.94;11.45;64.19;4.85;15.00;35.86;9.65;15.13;3.23;3.86;14.90;0.21;14.12
0,816;4.14;64.33;0.90;5.88;92.32;4.48;7.49;119.65;9.16;8.18;132.91;11.80;-8.83;108.58;9.86;-9.27;86.48;16.72;5.14;82.19;27.88;8.00;83.76;19.01;23.23;109.58;10.26;31.31;90.09;4.34;27.44;76.18;17.65;26.79;73.08;20.36;-3.08;64.43;3.86;-8.27;36.41;-4.36;-12.59;5.94;-13.22;-12.54;2.85;-2.95;11.36;64.18;4.72;14.95;35.89;9.49;15.13;3.32;3.81;14.91;0.30;14.08
0,849;4.04;64.32;0.77;5.74;92.28;4.37;7.30;119.58;9.05;8.01;132.84;11.81;-8.94;108.60;9.77;-10.04;86.76;16.19;4.55;82.32;27.40;7.70;83.89;18.91;23.09;109.57;10.12;31.17;90.02;4.10;27.47;76.15;17.21;26.77;72.90;19.94;-3.18;64.43;3.74;-8.40;36.25;-4.44;-12.66;5.74;-13.25;-12.59;2.66;-2.98;11.28;64.18;4.57;14.89;35.91;9.32;15.12;3.38;3.77;14.91;0.36;14.03
0,881;3.92;64.32;0.59;5.58;92.23;4.23;7.10;119.49;8.94;7.82;132.73;11.85;-9.07;108.60;9.65;-10.87;87.05;15.61;3.89;82.40;26.86;7.30;83.98;18.87;22.94;109.56;9.96;31.05;89.95;3.85;27.52;76.12;16.70;26.76;72.80;19.50;-3.31;64.42;3.58;-8.51;36.15;-4.47;-12.72;5.68;-13.24;-12.64;2.59;-2.98;11.16;64.17;4.38;14.82;35.94;9.14;15.10;3.39;3.72;14.90;0.36;13.98
0,917;3.80;64.31;0.40;5.42;92.17;4.08;6.91;119.38;8.83;7.62;132.60;11.91;-9.19;108.59;9.56;-11.75;87.42;14.98;3.17;82.58;26.28;6.81;84.18;18.80;22.77;109.56;9.80;30.93;89.90;3.60;27.54;76.01;16.11;26.74;72.71;19.10;-3.43;64.41;3.40;-8.60;36.12;-4.49;-12.76;5.66;-13.23;-12.66;2.57;-2.97;11.05;64.16;4.18;14.74;35.97;8.92;15.09;3.39;3.66;14.90;0.35;13.92
0,949;3.68;64.31;0.18;5.27;92.12;3.93;6.73;119.27;8.73;7.43;132.45;12.00;-9.30;108.58;9.46;-12.58;87.81;14.38;2.49;82.78;25.75;6.31;84.34;18.65;22.59;109.58;9.60;30.82;89.86;3.31;27.54;75.91;15.62;26.78;72.67;18.65;-3.56;64.41;3.20;-8.68;36.13;-4.51;-12.78;5.61;-13.23;-12.66;2.52;-2.97;10.94;64.17;3.94;14.64;36.02;8.67;15.07;3.41;3.61;14.91;0.37;13.86
0,982;3.55;64.32;-0.07;5.11;92.06;3.76;6.56;119.15;8.63;7.24;132.28;12.10;-9.39;108.58;9.38;-13.38;88.21;13.79;1.86;82.95;25.23;5.87;84.39;18.48;22.41;109.62;9.38;30.74;89.86;3.02;27.53;75.82;15.19;26.81;72.68;18.25;-3.69;64.41;2.97;-8.75;36.15;-4.53;-12.83;5.72;-13.22;-12.68;2.62;-2.96;10.81;64.18;3.67;14.55;36.08;8.40;15.04;3.45;3.54;14.91;0.40;13.78
1,018;3.40;64.32;-0.34;4.96;92.00;3.60;6.40;119.03;8.55;7.06;132.12;12.23;-9.56;108.55;9.26;-14.17;88.61;13.23;1.26;83.11;24.74;5.50;84.48;18.30;22.23;109.66;9.17;30.66;89.92;2.73;27.54;75.80;14.77;26.83;72.66;17.88;-3.84;64.41;2.71;-8.83;36.20;-4.54;-12.85;5.89;-13.19;-12.68;2.77;-2.95;10.67;64.20;3.39;14.44;36.14;8.12;15.02;3.45;3.47;14.92;0.39;13.71
1,048;3.26;64.34;-0.61;4.81;91.94;3.42;6.24;118.90;8.47;6.90;131.96;12.35;-9.76;108.54;9.11;-14.81;88.90;12.75;0.86;83.20;24.34;5.18;84.52;18.07;22.05;109.71;8.96;30.58;90.00;2.44;27.56;75.81;14.37;26.85;72.65;17.48;-3.98;64.41;2.45;-8.91;36.20;-4.59;-12.90;5.74;-13.26;-12.95;2.12;-3.81;10.54;64.23;3.12;14.32;36.22;7.82;15.02;3.42;3.38;14.93;0.34;13.61
1,082;3.13;64.36;-0.89;4.65;91.89;3.24;6.06;118.78;8.37;6.73;131.79;12.47;-10.00;108.51;8.92;-15.26;89.05;12.34;0.61;83.23;23.97;4.93;84.55;17.77;21.85;109.76;8.76;30.51;90.10;2.17;27.59;75.83;14.00;26.90;72.63;17.17;-4.12;64.41;2.17;-9.00;36.18;-4.66;-12.94;5.63;-13.31;-13.22;1.50;-4.66;10.42;64.27;2.84;14.21;36.29;7.54;15.01;3.36;3.30;14.93;0.28;13.52
1,116;2.97;64.39;-1.19;4.47;91.86;3.04;5.89;118.69;8.27;6.56;131.63;12.59;-10.25;108.49;8.72;-15.56;89.13;12.05;0.47;83.17;23.65;4.78;84.46;17.41;21.64;109.82;8.57;30.41;90.22;1.95;27.63;75.83;13.63;26.94;72.56;16.88;-4.28;64.42;1.87;-9.08;36.21;-4.74;-13.00;5.47;-13.38;-13.49;0.85;-5.50;10.27;64.32;2.54;14.09;36.39;7.22;15.00;3.33;3.20;14.92;0.23;13.42
1,149;2.80;64.43;-1.51;4.28;91.84;2.80;5.68;118.62;8.13;6.39;131.47;12.68;-10.52;108.48;8.49;-15.78;89.15;11.81;0.42;83.02;23.35;4.71;84.35;16.99;21.41;109.89;8.37;30.31;90.36;1.73;27.68;75.88;13.35;26.97;72.47;16.47;-4.46;64.44;1.57;-9.19;36.24;-4.82;-13.06;5.25;-13.47;-13.76;0.14;-6.37;10.10;64.38;2.21;13.96;36.48;6.87;14.98;3.45;3.03;14.89;0.34;13.24
1,182;2.59;64.48;-1.86;4.05;91.83;2.55;5.44;118.57;7.97;6.16;131.32;12.72;-10.86;108.45;8.21;-15.99;89.11;11.58;0.13;83.24;22.98;4.43;84.58;16.70;21.17;109.96;8.15;30.17;90.51;1.53;27.71;75.99;13.13;26.92;72.38;16.18;-4.67;64.48;1.21;-9.33;36.41;-4.93;-13.13;5.15;-13.55;-13.85;0.03;-6.46;9.90;64.44;1.86;13.83;36.57;6.52;14.96;3.55;2.87;14.86;0.43;13.08
1,216;2.35;64.53;-2.26;3.79;91.83;2.23;5.18;118.52;7.77;5.88;131.18;12.66;-11.25;108.44;7.84;-16.22;89.09;11.35;-0.20;83.43;22.57;4.13;84.75;16.33;20.90;110.01;7.91;30.01;90.67;1.35;27.70;76.06;12.85;26.78;72.30;15.88;-4.92;64.52;0.77;-9.51;36.56;-5.12;-13.22;4.99;-13.68;-13.96;-0.14;-6.60;9.67;64.51;1.49;13.69;36.65;6.06;14.95;3.56;2.69;14.82;0.42;12.89
1,249;2.10;64.58;-2.68;3.52;91.83;1.91;4.89;118.47;7.55;5.57;131.05;12.56;-11.61;108.44;7.50;-16.46;89.07;11.11;-0.52;83.65;22.12;3.81;84.98;15.96;20.60;110.08;7.65;29.82;90.79;1.16;27.63;76.10;12.57;26.57;72.27;15.66;-5.18;64.55;0.33;-9.71;36.69;-5.33;-13.31;4.73;-13.84;-14.25;-0.95;-7.50;9.43;64.58;1.09;13.53;36.69;5.57;14.93;3.57;2.49;14.79;0.42;12.68
1,282;1.83;64.64;-3.12;3.22;91.84;1.56;4.57;118.42;7.31;5.24;130.94;12.45;-11.93;108.44;7.19;-16.68;89.04;10.90;-0.52;83.52;21.62;3.74;84.90;15.33;20.28;110.15;7.38;29.57;90.87;0.95;27.51;76.11;12.29;26.29;72.21;15.59;-5.45;64.59;-0.12;-9.95;36.75;-5.59;-13.41;4.57;-13.96;-14.24;-0.87;-7.23;9.17;64.65;0.66;13.36;36.75;5.08;14.90;3.62;2.28;14.75;0.45;12.46
1,316;1.52;64.71;-3.60;2.88;91.85;1.17;4.20;118.38;7.02;4.87;130.82;12.30;-12.24;108.44;6.91;-16.97;89.05;10.68;-0.89;83.71;21.00;3.34;85.04;14.86;19.91;110.22;7.08;29.25;90.96;0.74;27.32;76.12;12.00;26.01;72.23;15.43;-5.75;64.65;-0.62;-10.21;36.80;-5.87;-13.51;4.62;-14.04;-14.09;-0.34;-6.53;8.87;64.73;0.19;13.18;36.79;4.55;14.89;3.66;2.06;14.75;0.48;12.24
1,348;1.21;64.79;-4.10;2.52;91.88;0.76;3.80;118.35;6.71;4.44;130.72;12.09;-12.67;108.50;6.53;-17.31;89.09;10.42;-1.39;83.94;20.40;2.82;85.30;14.43;19.48;110.31;6.72;28.92;91.04;0.54;27.11;76.13;11.73;25.70;72.27;15.24;-6.07;64.72;-1.13;-10.48;36.86;-6.18;-13.59;4.68;-14.11;-13.96;0.20;-5.83;8.56;64.83;-0.30;12.98;36.84;3.96;14.91;3.69;1.84;14.76;0.51;12.01
1,382;0.87;64.88;-4.65;2.11;91.90;0.29;3.31;118.30;6.33;3.97;130.60;11.81;-13.16;108.60;6.11;-17.70;89.10;10.11;-2.10;83.71;19.66;2.12;85.06;13.92;19.05;110.38;6.36;28.52;91.13;0.31;26.88;76.20;11.49;25.35;72.39;15.09;-6.41;64.79;-1.69;-10.80;36.91;-6.57;-13.67;4.75;-14.17;-13.84;0.74;-5.13;8.23;64.92;-0.84;12.80;36.89;3.32;14.95;3.67;1.65;14.66;0.16;11.21
1,415;0.53;64.97;-5.25;1.71;91.92;-0.18;2.85;118.26;5.96;3.50;130.48;11.51;-13.65;108.68;5.71;-18.20;89.16;9.74;-2.66;83.82;19.09;1.55;85.15;13.42;18.58;110.45;5.97;28.05;91.21;0.10;26.63;76.25;11.26;25.01;72.52;14.97;-6.75;64.86;-2.29;-11.12;36.92;-6.99;-13.75;4.78;-14.24;-13.81;0.99;-4.82;7.90;65.03;-1.42;12.63;36.94;2.67;15.04;3.59;1.41;14.55;-0.32;10.58
1,448;0.18;65.07;-5.87;1.29;91.94;-0.68;2.37;118.21;5.59;3.03;130.39;11.21;-14.17;108.75;5.32;-18.68;89.23;9.38;-3.06;83.73;18.51;1.13;85.08;12.89;18.09;110.53;5.58;27.56;91.26;-0.11;26.35;76.27;11.03;24.63;72.58;14.87;-7.09;64.94;-2.89;-11.42;36.86;-7.39;-13.86;4.54;-14.30;-13.92;0.74;-4.89;7.55;65.14;-2.08;12.48;36.98;2.09;15.16;3.54;1.00;14.46;-0.75;9.95
1,482;-0.15;65.16;-6.48;0.88;91.97;-1.18;1.88;118.18;5.18;2.60;130.30;10.93;-14.68;108.79;4.94;-19.16;89.27;9.00;-3.27;83.17;17.73;0.87;84.58;12.13;17.59;110.59;5.19;27.05;91.29;-0.33;26.01;76.29;10.82;24.23;72.61;14.65;-7.41;65.02;-3.46;-11.70;36.81;-7.76;-13.94;4.40;-14.35;-13.90;0.85;-4.58;7.22;65.25;-2.71;12.36;37.02;1.62;15.21;3.69;0.40;14.28;-1.05;8.79
1,517;-0.45;65.25;-7.08;0.49;92.01;-1.70;1.39;118.17;4.74;2.16;130.20;10.61;-15.23;108.82;4.50;-19.65;89.31;8.56;-3.76;82.98;16.96;0.38;84.42;11.59;17.10;110.62;4.79;26.49;91.36;-0.63;25.67;76.37;10.54;23.85;72.61;14.32;-7.71;65.09;-4.03;-11.96;36.88;-8.14;-14.02;4.27;-14.40;-13.89;0.98;-4.27;6.92;65.36;-3.35;12.27;37.08;1.18;15.06;3.59;-0.85;14.02;-1.40;7.29
1,548;-0.71;65.34;-7.68;0.11;92.05;-2.24;0.90;118.16;4.27;1.69;130.09;10.21;-15.76;108.85;4.06;-20.08;89.34;8.11;-4.21;82.85;16.31;-0.07;84.30;11.07;16.64;110.65;4.33;25.93;91.43;-0.95;25.33;76.42;10.22;23.49;72.61;13.97;-7.96;65.16;-4.60;-12.18;37.00;-8.49;-14.09;4.11;-14.46;-13.95;0.82;-4.33;6.66;65.46;-3.98;12.19;37.09;0.72;14.74;3.58;-2.44;13.60;-1.84;5.36
1,581;-0.94;65.40;-8.27;-0.21;92.08;-2.77;0.48;118.16;3.78;1.27;129.99;9.78;-16.27;108.82;3.58;-20.59;89.40;7.44;-4.61;82.72;15.52;-0.40;84.12;10.54;16.24;110.66;3.88;25.39;91.49;-1.28;25.00;76.46;9.87;23.16;72.61;13.64;-8.19;65.20;-5.17;-12.38;36.97;-8.88;-14.15;3.85;-14.58;-14.14;0.22;-5.10;6.44;65.54;-4.59;12.08;37.03;0.18;14.16;3.66;-4.71;12.94;-2.12;2.54
